Aluno,Lab,Exercicio,Duracao,Qntd_Linhas,Qntd_Linhas_Filtrado,Testes,Submissoes,N_Dias,PP_Paste,PP_Delete,Linhas_Log,Nota
2392,635,1185,691448,11,10,7,1,8,0.01,0.2,128,0.0
2392,635,1187,1168,11,8,13,2,1,0.01,0.1,299,0.0
2392,635,1189,55571,17,15,22,2,1,0.01,0.21,454,0.0
2392,635,1576,2522,31,30,7,1,1,0.01,0.17,803,0.0
2392,635,1577,2811,7,7,3,1,1,0.0,0.16,263,0.0
2392,635,1580,617190,34,34,3,1,7,0.0,0.11,228,0.0
2392,635,1583,614593,16,14,14,1,7,0.01,0.19,356,0.0
2392,635,672,79008,5,4,5,1,1,0.0,0.25,321,0.0
2392,635,674,1080,10,10,7,1,1,0.0,0.18,390,0.0
2392,635,762,691367,8,5,84,14,8,0.02,0.16,901,0.0
2392,653,2101,211,14,13,4,1,1,0.02,0.0,44,0.0
2392,653,2102,37,8,8,3,3,1,0.03,0.06,32,0.0
2392,653,2103,56,11,11,3,1,1,0.04,0.0,27,0.0
2392,653,2107,41,34,32,4,1,1,0.18,0.0,11,0.0
2392,653,2108,20,24,24,3,1,1,0.07,0.29,14,0.0
2392,669,1609,4708,7,7,25,0,1,0.0,0.27,1074,0.0
2392,669,1614,5451,6,5,26,0,1,0.01,0.25,1567,0.0
2392,669,2129,1567,8,8,6,1,1,0.04,0.15,269,0.0
2392,695,1218,1787,15,14,7,1,1,0.0,0.52,517,0.0
2392,695,1219,735,9,9,4,1,1,0.01,0.2,161,0.0
2392,695,1220,88666,15,14,15,1,1,0.01,0.22,739,0.0
2392,695,1221,86079,15,15,36,1,1,0.0,0.19,1437,0.0
2392,695,1222,343236,19,19,4,1,4,0.02,0.17,553,0.0
2392,695,1223,43479,13,12,23,1,1,0.0,0.2,700,0.0
2392,695,1224,434635,3,3,80,3,5,0.0,0.21,1951,0.0
2392,695,1225,339131,9,9,25,1,4,0.0,0.19,996,0.0
2392,695,1226,615,10,10,9,1,1,0.02,0.24,164,0.0
2392,695,1227,1599,4,4,5,1,1,0.0,0.24,484,0.0
2392,696,2135,14229,19,18,21,1,1,0.01,0.22,994,0.0
2392,696,2136,1598,13,13,24,1,1,0.01,0.23,979,0.0
2392,696,2138,237,4,4,4,1,1,0.0,0.11,177,0.0
2392,715,1646,5466,14,14,71,11,1,0.01,0.22,1146,0.0
2392,715,1658,5794,17,17,16,2,1,0.01,0.27,919,0.0
2392,715,2148,3807,8,8,63,1,1,0.0,0.25,1520,0.0
2392,734,1271,1930,32,20,6,1,1,0.0,0.29,152,0.0
2392,734,1272,172605,20,16,20,1,2,0.03,0.21,506,0.0
2392,734,1273,1941,7,7,1,1,1,0.03,0.14,29,0.0
2392,734,1274,96951,11,10,19,1,1,0.01,0.28,558,0.0
2392,734,1275,3953,8,8,17,3,1,0.0,0.13,334,0.0
2392,734,1276,347359,8,8,9,1,4,0.01,0.17,346,0.0
2392,734,1277,79361,160,160,40,4,1,0.02,0.19,2831,0.0
2392,734,1278,371717,21,21,6,1,4,0.04,0.2,200,0.0
2392,734,1279,25437,26,26,23,1,1,0.01,0.34,676,0.0
2392,734,1280,2025,37,36,13,1,1,0.01,0.19,793,0.0
2392,752,2220,6,8,7,1,1,1,0.22,0.0,9,0.0
2392,752,2221,5,10,10,1,1,1,0.22,0.0,9,0.0
2392,752,2222,14,14,13,1,1,1,0.22,0.0,9,0.0
2392,757,1286,1448,16,16,22,1,1,0.01,0.21,938,0.0
2392,757,1738,837,14,13,9,1,1,0.0,0.17,574,0.0
2392,757,2177,3661,16,16,40,1,1,0.0,0.23,2135,0.0
2393,413,1326,86,1,1,4,1,1,0.0,0.3,54,0.0
2393,413,1327,15,1,1,1,1,1,0.0,0.0,21,0.0
2393,413,1328,16,1,1,1,1,1,0.0,0.0,21,0.0
2393,413,1329,15,1,1,1,1,1,0.0,0.0,20,0.0
2393,413,1330,61,2,1,2,2,1,0.02,0.0,42,0.0
2393,413,1331,67,2,2,1,1,1,0.0,0.0,38,0.0
2393,413,1332,377083,4,3,7,5,4,0.0,0.12,150,0.0
2393,413,1333,90,2,2,4,1,1,0.01,0.09,129,0.0
2393,413,1334,105,11,6,3,1,1,0.0,0.42,138,0.0
2393,413,1559,45,2,2,2,1,1,0.04,0.24,25,0.0
2393,413,1560,22,2,2,2,1,1,0.06,0.12,17,0.0
2393,413,579,57,1,1,2,1,1,0.05,0.36,22,0.0
2393,413,994,136,1,1,2,1,1,0.05,0.18,22,0.0
2393,413,996,98,5,5,4,1,1,0.12,0.14,43,0.0
2393,436,1014,133,5,2,3,3,1,0.0,0.3,247,0.0
2393,436,1015,145,10,6,1,1,1,0.01,0.05,198,0.0
2393,436,1016,371,13,7,3,10,1,0.01,0.1,418,0.0
2393,436,1017,2396,10,7,12,28,1,0.0,0.16,1597,0.0
2393,436,1570,86,2,2,3,1,1,0.0,0.3,135,0.0
2393,436,1571,21,2,2,3,1,1,0.03,0.3,33,0.0
2393,436,587,318,10,5,3,1,1,0.01,0.06,179,0.0
2393,436,588,482,25,9,3,4,1,0.01,0.38,200,0.0
2393,436,820,427827,27,9,15,1,5,0.01,0.14,961,0.0
2393,436,825,990,10,6,14,15,1,0.0,0.27,747,0.0
2393,436,835,469,17,6,8,3,1,0.02,0.13,155,0.0
2393,436,842,340,18,9,8,4,1,0.01,0.21,562,0.0
2393,457,1800,98,6,4,3,1,1,0.01,0.1,188,0.0
2393,457,1801,375,5,3,22,11,1,0.0,0.18,382,0.0
2393,457,1802,539,11,7,50,15,1,0.01,0.15,420,0.0
2393,457,1803,340,28,9,12,2,1,0.0,0.27,280,0.0
2393,457,1804,134,8,7,3,1,1,0.02,0.25,291,0.0
2393,457,1805,193,10,9,7,5,1,0.01,0.11,166,0.0
2393,457,1806,168059,6,3,9,1,2,0.01,0.11,353,0.0
2393,475,1361,396,11,8,6,1,1,0.0,0.11,529,0.0
2393,475,1833,157,6,4,3,1,1,0.0,0.07,231,0.0
2393,503,1053,180,10,5,7,4,1,0.01,0.16,386,0.0
2393,503,1054,140,10,6,2,1,1,0.02,0.12,213,0.0
2393,503,1055,522,13,8,4,2,1,0.0,0.15,654,0.0
2393,503,1056,490,14,8,4,5,1,0.0,0.17,661,0.0
2393,503,1385,254,14,11,5,4,1,0.02,0.06,340,0.0
2393,503,1386,188,11,6,5,2,1,0.0,0.19,368,0.0
2393,503,602,115,13,6,4,2,1,0.0,0.14,71,0.0
2393,503,867,390,34,12,27,8,1,0.01,0.21,360,0.0
2393,503,869,201,8,5,25,11,1,0.0,0.18,396,0.0
2393,504,1852,40,14,11,6,2,1,0.14,0.0,14,0.0
2393,504,1853,53,11,6,3,1,1,0.04,0.09,47,0.0
2393,504,1854,1067,11,10,28,8,1,0.01,0.2,616,0.0
2393,504,1855,201,7,6,4,3,1,0.0,0.13,327,0.0
2393,504,1856,3503,23,11,18,4,1,0.01,0.12,1479,0.0
2393,504,1857,397,10,8,7,1,1,0.0,0.21,371,0.0
2393,525,1400,424,9,8,27,6,1,0.0,0.1,326,0.0
2393,525,1937,444,6,5,12,3,1,0.01,0.14,733,0.0
2393,553,1079,576,26,15,3,2,1,0.0,0.39,235,0.0
2393,553,1099,434540,28,17,39,18,5,0.02,0.1,624,0.0
2393,553,1100,2465,19,16,69,23,1,0.02,0.31,665,0.0
2393,553,1101,430706,40,35,33,13,5,0.01,0.25,1719,0.0
2393,553,1102,1153777,27,21,228,32,13,0.0,0.21,5348,0.0
2393,553,1103,317,15,10,10,2,1,0.01,0.12,504,0.0
2393,553,1104,605771,20,17,64,16,7,0.01,0.12,997,0.0
2393,553,1105,730,34,31,23,8,1,0.01,0.31,1515,0.0
2393,553,1107,545936,113,109,5,1,6,0.03,0.15,1645,0.0
2393,577,1984,691,21,18,34,8,1,0.02,0.17,567,0.0
2393,577,1989,365,10,10,9,2,1,0.01,0.18,636,0.0
2393,593,1132,38,20,8,3,1,1,0.0,0.08,26,0.0
2393,593,1133,175,16,6,3,1,1,0.02,0.19,43,0.0
2393,593,1135,457,23,10,8,10,1,0.02,0.21,124,0.0
2393,593,1136,242,11,10,4,1,1,0.0,0.12,310,0.0
2393,593,1137,210,11,8,11,2,1,0.0,0.17,238,0.0
2393,593,1138,2284,32,27,22,1,1,0.01,0.13,765,0.0
2393,593,1139,3357,20,13,19,1,1,0.0,0.19,509,0.0
2393,593,1141,291,17,15,5,1,1,0.01,0.28,282,0.0
2393,593,1142,127,17,13,3,1,1,0.01,0.26,197,0.0
2393,593,1155,275,10,10,5,1,1,0.0,0.19,370,0.0
2393,593,1561,475,14,14,13,3,1,0.0,0.15,589,0.0
2393,593,1562,192,16,14,5,1,1,0.03,0.16,86,0.0
2393,623,1524,841,10,8,25,3,1,0.0,0.2,540,0.0
2393,623,1535,4111,41,28,105,6,1,0.01,0.19,1792,0.0
2393,623,2032,191,7,7,6,1,1,0.0,0.17,208,0.0
2393,635,1183,122447,21,17,7,1,2,0.01,0.11,401,0.0
2393,635,1185,706,11,10,11,2,1,0.0,0.18,261,0.0
2393,635,1187,780,11,9,15,2,1,0.0,0.41,1155,0.0
2393,635,1189,3453,23,21,17,2,1,0.01,0.2,866,0.0
2393,635,1576,861,37,36,6,1,1,0.01,0.13,844,0.0
2393,635,1577,1811,12,11,19,4,1,0.01,0.16,583,0.0
2393,635,1580,124597,44,43,7,1,1,0.01,0.21,818,0.0
2393,635,1583,47800,14,11,26,1,1,0.0,0.2,531,0.0
2393,635,672,391,4,4,8,2,1,0.01,0.27,416,0.0
2393,635,674,314,11,9,4,1,1,0.01,0.19,310,0.0
2393,635,762,582080,29,27,11,2,7,0.01,0.1,1168,0.0
2393,653,2101,477,11,10,24,6,1,0.01,0.19,313,0.0
2393,653,2102,113,9,8,4,1,1,0.01,0.1,139,0.0
2393,653,2103,358698,22,18,31,4,4,0.0,0.17,1442,0.0
2393,653,2107,1270,20,14,28,2,1,0.01,0.2,1040,0.0
2393,653,2108,69548,19,9,46,1,1,0.0,0.23,1773,0.0
2393,669,1611,233,16,11,6,1,1,0.03,0.32,451,0.0
2393,669,1619,277,21,14,12,3,1,0.02,0.36,295,0.0
2393,669,2123,683,19,15,32,6,1,0.0,0.15,842,0.0
2393,695,1218,1065963,27,11,14,1,12,0.01,0.38,399,0.0
2393,695,1219,10,24,9,3,1,1,0.17,0.0,6,0.0
2393,695,1220,9,17,15,3,1,1,0.17,0.0,6,0.0
2393,695,1221,9,16,16,3,1,1,0.11,0.0,9,0.0
2393,695,1222,9,8,8,3,1,1,0.17,0.0,6,0.0
2393,695,1223,8,10,9,3,1,1,0.17,0.0,6,0.0
2393,695,1224,7,12,10,3,1,1,0.14,0.0,7,0.0
2393,695,1225,5,9,9,3,1,1,0.17,0.0,6,0.0
2393,695,1226,7,9,9,3,1,1,0.17,0.0,6,0.0
2393,695,1227,7,6,6,3,1,1,0.2,0.0,10,0.0
2393,696,2135,1,12,12,3,1,1,0.17,0.0,6,0.0
2393,696,2136,5,13,11,3,1,1,0.17,0.0,6,0.0
2393,696,2137,8,8,6,2,1,1,0.17,0.0,12,0.0
2393,696,2138,6,6,5,3,1,1,0.17,0.0,6,0.0
2393,696,2139,7,14,13,3,1,1,0.17,0.0,12,0.0
2393,715,1648,1254,21,15,23,6,1,0.0,0.25,833,0.0
2393,715,1658,2275,29,21,28,7,1,0.01,0.33,1073,0.0
2393,715,2152,434,22,13,11,3,1,0.0,0.38,426,0.0
2393,734,1271,139,32,20,3,1,1,0.0,0.1,101,0.0
2393,734,1272,388003,17,15,13,2,4,0.01,0.32,476,0.0
2393,734,1273,8,14,7,1,1,1,0.17,0.0,6,0.0
2393,734,1274,10,10,10,3,1,1,0.12,0.0,17,0.0
2393,734,1278,3,18,16,3,1,1,0.17,0.0,12,0.0
2393,757,1298,5778,32,26,102,16,1,0.01,0.27,2253,0.0
2393,757,1737,1156,19,19,30,6,1,0.01,0.28,915,0.0
2393,757,2176,1533,22,17,29,4,1,0.0,0.32,1042,0.0
2394,413,1326,125810,4,4,23,9,2,0.01,0.22,704,0.0
2394,413,1327,165,4,4,2,1,1,0.0,0.21,165,0.0
2394,413,1328,166,4,4,1,1,1,0.01,0.06,98,0.0
2394,413,1329,156,4,4,1,1,1,0.01,0.16,141,0.0
2394,413,1330,420,4,4,5,1,1,0.02,0.19,180,0.0
2394,413,1331,344,6,6,4,1,1,0.01,0.12,184,0.0
2394,413,1332,194,4,3,2,1,1,0.0,0.16,50,0.0
2394,413,1333,282,2,2,3,1,1,0.05,0.11,19,0.0
2394,413,1334,163,11,6,2,1,1,0.0,0.28,87,0.0
2394,413,1559,279,2,2,3,1,1,0.06,0.06,32,0.0
2394,413,1560,55,2,2,2,1,1,0.06,0.12,34,0.0
2394,413,579,97,1,1,1,1,1,0.07,0.0,15,0.0
2394,413,994,147,1,1,3,1,1,0.0,0.42,160,0.0
2394,413,996,442,5,5,5,9,1,0.0,0.27,331,0.0
2394,436,1014,811,6,3,22,5,1,0.0,0.23,634,0.0
2394,436,1015,2588,14,9,9,1,1,0.01,0.24,692,0.0
2394,436,1016,461,10,7,4,2,1,0.01,0.09,273,0.0
2394,436,1017,1239,16,8,3,1,1,0.01,0.11,607,0.0
2394,436,1570,547,2,2,4,1,1,0.0,0.31,170,0.0
2394,436,1571,66,2,2,3,1,1,0.01,0.14,69,0.0
2394,436,587,675,8,5,8,2,1,0.02,0.26,448,0.0
2394,436,588,943,20,9,4,1,1,0.0,0.53,2175,0.0
2394,436,820,4536561,22,9,14,2,52,0.0,0.17,809,0.0
2394,436,825,943,9,6,8,1,1,0.01,0.12,371,0.0
2394,436,835,2177,17,6,14,2,1,0.0,0.15,647,0.0
2394,436,842,170457,18,10,3,1,2,0.0,0.17,426,0.0
2394,457,1800,472,5,5,6,1,1,0.0,0.07,201,0.0
2394,457,1801,1092,6,4,20,5,1,0.01,0.15,239,0.0
2394,457,1802,387512,8,8,14,2,4,0.01,0.08,515,0.0
2394,457,1803,1422,12,11,4,1,1,0.01,0.14,508,0.0
2394,457,1804,4648,7,7,7,1,1,0.01,0.06,241,0.0
2394,457,1805,2911,9,8,4,1,1,0.01,0.1,204,0.0
2394,457,1806,2594,4,4,10,1,1,0.01,0.12,272,0.0
2394,475,1370,486,9,7,4,1,1,0.01,0.21,437,0.0
2394,475,1833,820,6,5,4,1,1,0.0,0.05,265,0.0
2394,503,1053,690,9,5,7,1,1,0.0,0.41,892,0.0
2394,503,1054,633,10,6,3,1,1,0.0,0.09,234,0.0
2394,503,1055,1094,14,10,7,1,1,0.0,0.16,667,0.0
2394,503,1056,1402,15,11,7,1,1,0.01,0.15,498,0.0
2394,503,1385,2761,15,14,10,2,1,0.01,0.17,983,0.0
2394,503,1386,912,9,8,8,3,1,0.0,0.06,564,0.0
2394,503,602,592,13,6,10,1,1,0.0,0.51,679,0.0
2394,503,867,30556,16,12,5,2,1,0.0,0.15,300,0.0
2394,503,869,477,11,6,6,1,1,0.0,0.15,264,0.0
2394,504,1852,643125,16,14,6,11,8,0.05,0.09,135,0.0
2394,504,1853,35,9,8,3,1,1,0.2,0.0,10,0.0
2394,504,1854,2737,13,12,4,1,1,0.01,0.11,497,0.0
2394,504,1855,1422,9,8,12,2,1,0.01,0.15,787,0.0
2394,504,1856,476,22,20,3,1,1,0.2,0.0,10,0.0
2394,504,1857,118,9,8,3,1,1,0.0,0.06,210,0.0
2394,525,1407,858,15,13,7,2,1,0.01,0.16,435,0.0
2394,525,1941,2422,11,11,26,2,1,0.01,0.27,1569,0.0
2394,553,1079,845,25,15,3,1,1,0.0,0.16,100,0.0
2394,553,1099,1884,15,12,29,9,1,0.01,0.22,978,0.0
2394,553,1100,2164,20,16,6,2,1,0.02,0.26,900,0.0
2394,553,1101,1797,21,19,12,12,1,0.0,0.13,873,0.0
2394,553,1102,468781,10,8,2,0,5,0.02,0.05,308,0.0
2394,553,1103,1792,10,9,12,2,1,0.01,0.28,703,0.0
2394,577,1981,1288,12,12,20,2,1,0.01,0.21,1174,0.0
2394,577,1995,907754,18,17,39,7,10,0.0,0.2,1554,0.0
2394,593,1132,434915,20,8,10,6,5,0.0,0.19,233,0.0
2394,593,1133,694,6,6,3,1,1,0.0,0.18,191,0.0
2394,593,1135,329,21,10,3,1,1,0.0,0.24,93,0.0
2394,593,1136,976,13,10,4,3,1,0.01,0.19,554,0.0
2394,593,1137,599348,13,11,3,1,7,0.02,0.28,58,0.0
2394,593,1138,66,21,18,3,1,1,0.13,0.0,15,0.0
2394,593,1139,14,19,17,3,1,1,0.2,0.0,10,0.0
2394,593,1141,14,22,21,3,1,1,0.2,0.0,10,0.0
2394,593,1142,15,14,14,3,1,1,0.18,0.0,11,0.0
2394,593,1155,6,15,12,3,1,1,0.2,0.0,10,0.0
2394,593,1561,5,14,13,3,1,1,0.2,0.0,10,0.0
2394,593,1562,5,15,14,3,1,1,0.2,0.0,10,0.0
2394,623,1530,4012,8,7,0,0,1,0.02,0.2,199,0.0
2394,623,1536,1720,8,7,0,0,1,0.0,0.09,155,0.0
2394,623,2030,5053,7,7,78,4,1,0.0,0.22,1816,0.0
2394,635,672,196,5,4,3,1,1,0.01,0.11,128,0.0
2394,635,674,82,4,1,0,0,1,0.0,0.0,29,0.0
2394,669,2123,3876,5,3,21,1,1,0.0,0.28,2103,0.0
2394,695,1225,383,11,10,3,1,1,0.0,0.15,321,0.0
2394,715,1642,3587,14,14,13,1,1,0.01,0.16,714,0.0
2394,715,1657,5317,28,27,10,4,1,0.01,0.17,861,0.0
2394,715,2153,4940,9,8,8,1,1,0.01,0.09,335,0.0
2394,734,1271,229,32,20,1,1,1,0.0,0.0,117,0.0
2394,734,1272,889,21,15,6,2,1,0.01,0.28,288,0.0
2394,734,1273,385020,11,8,1,4,4,0.0,0.14,789,0.0
2394,734,1274,338,10,10,3,1,1,0.2,0.0,10,0.0
2394,734,1275,427550,12,8,3,1,5,0.0,0.12,354,0.0
2394,734,1276,219,11,10,3,1,1,0.2,0.0,10,0.0
2394,734,1277,389062,10,9,3,1,4,0.05,0.55,65,0.0
2394,734,1278,10,18,16,3,1,1,0.2,0.0,10,0.0
2394,734,1279,118,38,26,3,1,1,0.02,0.01,195,0.0
2394,734,1280,11,51,37,3,1,1,0.18,0.0,11,0.0
2394,757,1296,1108,18,14,11,4,1,0.0,0.08,661,0.0
2394,757,1734,2747,12,8,10,3,1,0.03,0.08,97,0.0
2394,757,2178,2430,11,10,10,6,1,0.0,0.32,872,0.0
2395,413,1326,1367615,1,1,45,11,16,0.0,0.35,508,0.0
2395,413,1327,1276517,1,1,4,2,15,0.0,0.2,30,0.0
2395,413,1328,1366919,1,1,9,4,16,0.0,0.35,187,0.0
2395,413,1329,1367311,1,1,19,10,16,0.0,0.42,171,0.0
2395,413,1330,1276872,2,2,41,20,15,0.0,0.32,474,0.0
2395,413,1331,1276726,6,6,6,3,15,0.0,0.12,363,0.0
2395,413,1332,891336,3,3,14,4,10,0.0,0.14,184,0.0
2395,413,1333,891240,2,2,14,5,10,0.01,0.11,223,0.0
2395,413,1334,1277282,8,6,13,7,15,0.0,0.25,685,0.0
2395,413,1559,893855,2,2,6,2,10,0.01,0.63,297,0.0
2395,413,1560,893524,2,2,4,2,10,0.02,0.05,126,0.0
2395,413,579,78,1,1,2,1,1,0.05,0.11,19,0.0
2395,413,994,109,1,1,2,1,1,0.0,0.05,41,0.0
2395,413,996,123087,5,5,20,10,1,0.02,0.26,324,0.0
2395,436,1014,561064,3,3,9,3,6,0.0,0.19,373,0.0
2395,436,1015,561716,11,9,4,2,6,0.0,0.23,614,0.0
2395,436,1016,559609,10,8,9,2,6,0.01,0.36,948,0.0
2395,436,1017,392910,11,8,15,4,4,0.0,0.12,1045,0.0
2395,436,1570,497,3,2,5,1,1,0.0,0.38,340,0.0
2395,436,1571,107,3,2,5,1,1,0.0,0.0,56,0.0
2395,436,587,892106,5,5,6,3,10,0.0,0.19,702,0.0
2395,436,588,560567,13,9,7,2,6,0.0,0.5,1689,0.0
2395,436,820,2368187,12,9,32,10,27,0.0,0.2,1250,0.0
2395,436,825,992984,8,6,10,3,11,0.0,0.19,555,0.0
2395,436,835,892404,11,6,10,4,10,0.0,0.16,439,0.0
2395,436,842,435871,17,10,11,4,5,0.01,0.1,274,0.0
2395,457,1800,206132,6,5,24,6,2,0.01,0.22,257,0.0
2395,457,1801,777,3,3,9,1,1,0.0,0.21,236,0.0
2395,457,1802,178107,7,7,49,9,2,0.0,0.38,1179,0.0
2395,457,1803,1099,15,10,4,1,1,0.0,0.09,269,0.0
2395,457,1804,3773,7,7,44,8,1,0.0,0.24,907,0.0
2395,457,1805,181752,10,8,29,8,2,0.0,0.3,755,0.0
2395,457,1806,3441,12,9,6,1,1,0.0,0.04,294,0.0
2395,475,1367,767,11,8,7,1,1,0.01,0.02,236,0.0
2395,475,1842,1293,11,7,10,2,1,0.0,0.26,396,0.0
2395,503,1053,558,9,5,12,2,1,0.0,0.15,316,0.0
2395,503,1054,771,13,7,7,1,1,0.0,0.11,406,0.0
2395,503,1055,1087,14,11,9,1,1,0.0,0.23,512,0.0
2395,503,1056,1691,12,11,18,4,1,0.01,0.24,640,0.0
2395,503,1385,753,15,14,7,3,1,0.02,0.13,403,0.0
2395,503,1386,374,10,8,6,2,1,0.0,0.15,329,0.0
2395,503,602,368,9,6,4,1,1,0.0,0.32,218,0.0
2395,503,867,3063,13,12,6,1,1,0.0,0.13,514,0.0
2395,503,869,548,9,6,10,3,1,0.0,0.29,315,0.0
2395,504,1852,195,15,14,4,1,1,0.08,0.0,25,0.0
2395,504,1853,107,10,8,4,1,1,0.2,0.0,10,0.0
2395,504,1854,653766,18,12,31,7,8,0.01,0.32,1242,0.0
2395,504,1855,1345,10,8,6,3,1,0.01,0.21,527,0.0
2395,504,1856,539,22,20,3,1,1,0.04,0.34,47,0.0
2395,504,1857,176297,9,8,3,1,2,0.0,0.08,192,0.0
2395,525,1403,523,8,8,7,1,1,0.0,0.06,297,0.0
2395,525,1942,1157,8,7,5,1,1,0.01,0.31,609,0.0
2395,553,1079,133982,17,15,9,5,1,0.0,0.56,287,0.0
2395,553,1099,133577,13,12,25,10,1,0.0,0.44,1080,0.0
2395,553,1100,131954,17,16,30,9,1,0.0,0.2,1006,0.0
2395,553,1101,130721,22,19,21,10,1,0.0,0.14,1146,0.0
2395,553,1102,651613,28,25,13,4,8,0.01,0.16,1186,0.0
2395,553,1103,1198396,14,10,35,9,14,0.01,0.28,596,0.0
2395,553,1104,9,17,17,3,1,1,0.15,0.15,13,0.0
2395,553,1105,30,24,24,3,1,1,0.0,0.97,309,0.0
2395,553,1107,31,105,104,2,1,1,0.15,0.15,13,0.0
2395,577,1983,3273,13,12,42,6,1,0.0,0.35,1747,0.0
2395,577,1989,1024,14,13,9,2,1,0.01,0.07,752,0.0
2395,593,1132,2801876,9,7,21,3,32,0.01,0.26,779,0.0
2395,593,1133,2800842,5,5,27,6,32,0.0,0.29,945,0.0
2395,593,1135,2799425,8,8,26,5,32,0.0,0.2,770,0.0
2395,593,1136,2799563,11,10,16,3,32,0.0,0.13,1076,0.0
2395,593,1137,2368373,11,8,121,6,27,0.0,0.17,953,0.0
2395,593,1138,2365799,15,15,205,11,27,0.0,0.28,3969,0.0
2395,593,1139,12113,15,14,7,1,1,0.0,0.12,320,0.0
2395,593,1141,8305,14,14,3,1,1,0.02,0.52,132,0.0
2395,593,1142,16,11,11,3,1,1,0.2,0.0,10,0.0
2395,593,1155,15,11,10,3,1,1,0.2,0.0,10,0.0
2395,593,1561,7,14,14,3,1,1,0.2,0.0,10,0.0
2395,593,1562,5,15,14,3,1,1,0.2,0.0,10,0.0
2395,623,1528,3067,11,9,10,0,1,0.0,0.11,382,0.0
2395,623,1537,1542,12,12,27,3,1,0.0,0.16,431,0.0
2395,623,2039,2299,3,1,0,0,1,0.0,0.13,164,0.0
2395,635,1183,586,4,2,2,0,1,0.0,0.51,349,0.0
2395,635,1187,422,7,7,9,1,1,0.0,0.04,155,0.0
2395,635,1189,1778,10,9,6,1,1,0.0,0.13,475,0.0
2395,635,1576,219420,17,15,0,0,3,0.01,0.06,312,0.0
2395,635,1577,210884,11,11,9,1,2,0.01,0.16,477,0.0
2395,635,1583,1694,8,8,36,2,1,0.0,0.33,589,0.0
2395,635,672,176,6,4,4,1,1,0.0,0.39,282,0.0
2395,635,674,716,12,10,5,1,1,0.0,0.28,472,0.0
2395,635,762,378,5,2,0,0,1,0.0,0.11,37,0.0
2395,669,1611,5732,18,15,14,0,1,0.0,0.26,1176,0.0
2395,669,1616,2739,14,14,2,0,1,0.0,0.16,508,0.0
2395,669,2122,594,11,9,4,1,1,0.01,0.17,209,0.0
2395,695,1218,352406,15,14,5,1,4,0.0,0.51,978,0.0
2395,695,1219,802,9,9,6,1,1,0.0,0.13,269,0.0
2395,695,1220,96008,19,18,10,1,1,0.0,0.22,841,0.0
2395,695,1221,6941,20,20,15,1,1,0.0,0.18,843,0.0
2395,695,1222,3138,35,35,18,2,1,0.01,0.3,1353,0.0
2395,695,1223,308196,6,5,38,3,4,0.01,0.15,780,0.0
2395,695,1224,309251,3,3,20,4,4,0.0,0.1,360,0.0
2395,695,1225,966,10,9,14,2,1,0.0,0.22,425,0.0
2395,695,1226,3116,11,10,8,1,1,0.0,0.15,360,0.0
2395,695,1227,247108,7,7,24,3,2,0.01,0.25,734,0.0
2395,696,2135,1197,8,8,12,2,1,0.0,0.24,410,0.0
2395,715,1639,2278,16,14,10,1,1,0.01,0.23,458,0.0
2395,715,1655,4433,28,27,18,3,1,0.0,0.15,904,0.0
2395,715,2152,3092,13,13,14,1,1,0.0,0.24,570,0.0
2395,734,1271,173203,16,15,7,1,2,0.0,0.22,337,0.0
2395,734,1272,279,16,15,16,4,1,0.01,0.4,332,0.0
2395,734,1273,506,8,8,1,1,1,0.0,0.11,243,0.0
2395,734,1274,392910,10,10,5,1,5,0.0,0.11,239,0.0
2395,734,1275,922,9,7,8,1,1,0.0,0.35,374,0.0
2395,734,1276,12380,32,32,4,1,1,0.0,0.38,259,0.0
2395,734,1277,380695,15,15,3,1,4,0.01,0.57,209,0.0
2395,734,1278,518,16,16,3,1,1,0.0,0.07,482,0.0
2395,734,1279,11,38,26,3,1,1,0.11,0.11,18,0.0
2395,734,1280,742,51,37,6,2,1,0.1,0.04,49,0.0
2395,757,1292,837,20,16,8,1,1,0.0,0.1,543,0.0
2395,757,1738,1721,11,10,15,1,1,0.0,0.3,710,0.0
2395,757,2182,2354,10,10,5,1,1,0.0,0.25,365,0.0
2396,413,1326,169,1,1,7,3,1,0.0,0.44,100,0.0
2396,413,1327,52,1,1,2,1,1,0.0,0.08,24,0.0
2396,413,1328,1209728,1,1,4,3,14,0.0,0.34,47,0.0
2396,413,1329,30,1,1,2,1,1,0.0,0.33,36,0.0
2396,413,1330,2361,1,1,11,5,1,0.0,0.36,118,0.0
2396,413,1331,171,5,5,2,1,1,0.0,0.19,94,0.0
2396,413,1332,627,3,3,9,5,1,0.0,0.36,167,0.0
2396,413,1333,512,2,2,8,1,1,0.0,0.35,284,0.0
2396,413,1334,367,11,6,2,1,1,0.0,0.34,155,0.0
2396,413,1559,307,2,2,4,1,1,0.02,0.26,115,0.0
2396,413,1560,135,2,2,4,1,1,0.04,0.27,45,0.0
2396,413,579,517,1,1,11,4,1,0.01,0.33,150,0.0
2396,413,994,2239730,1,1,5,4,26,0.01,0.68,237,0.0
2396,413,996,170,5,5,5,3,1,0.07,0.16,75,0.0
2396,436,1014,1169,6,3,6,4,1,0.0,0.42,325,0.0
2396,436,1015,1713,12,9,7,1,1,0.01,0.27,475,0.0
2396,436,1016,880,10,7,6,1,1,0.0,0.24,319,0.0
2396,436,1017,1346,11,8,3,1,1,0.01,0.27,305,0.0
