Aluno,Lab,Duracao,Qntd_Linhas,Qntd_Linhas_Filtrado,Testes,Submissoes,PP_Paste,PP_Delete,Linhas_Log,Corretos,Incorretos,Branco,Nota
2144,589,3352.625,12.5,11.0,5.125,1.125,0.1775,0.0225,74.0,8,0,0,10.0
2144,621,366.0,12.0,9.5,11.0,1.0,0.005,0.09,290.0,2,0,0,10.0
2144,630,26289.181818181816,16.636363636363637,12.909090909090908,6.8181818181818175,1.181818181818182,0.06000000000000001,0.11636363636363635,477.6363636363636,11,0,0,10.0
2144,659,7.8,14.6,11.4,3.2,1.0,0.2,0.0,10.8,5,0,0,10.0
2144,671,1683.0,30.0,23.5,12.5,1.0,0.005,0.125,1197.0,2,0,0,10.0
2144,693,288162.2,19.1,14.2,16.9,1.2,0.005,0.231,797.9,10,0,0,10.0
2144,694,35126.2,16.4,12.2,13.2,1.4,0.004,0.128,907.4,5,0,0,10.0
2144,721,412.0,24.5,19.5,4.0,1.0,0.01,0.105,482.0,2,0,0,10.0
2144,737,5719.2,26.3,21.9,8.3,2.6,0.07699999999999999,0.117,500.9,9,1,0,9.0
2144,748,659.3333333333334,12.333333333333336,8.333333333333334,8.0,2.6666666666666665,0.0,0.18666666666666665,538.0,3,0,0,10.0
2144,750,2047.0,21.0,16.0,18.5,1.5,0.005,0.24,1368.0,2,0,0,10.0
2145,407,146.28571428571428,3.0,2.571428571428572,2.357142857142857,1.0714285714285714,0.0,0.08214285714285716,57.14285714285714,14,0,0,10.0
2145,455,71622.25,15.25,6.333333333333332,5.75,2.0,0.0,0.14083333333333334,500.58333333333326,12,0,0,10.0
2145,456,300.5,7.5,5.0,2.0,0.5,0.0,0.185,256.5,1,0,6,1.42857
2145,474,380.0,10.5,6.0,3.5,1.0,0.0,0.07500000000000001,345.5,2,0,0,10.0
2145,493,1569.888888888889,16.444444444444443,9.0,9.666666666666666,2.0,0.0011111111111111113,0.19222222222222224,807.5555555555555,9,0,0,10.0
2145,494,113413.0,16.333333333333332,12.0,19.33333333333333,2.6666666666666665,0.035,0.17666666666666667,1179.5,6,0,0,10.0
2145,523,792.5,17.5,12.0,7.5,1.0,0.0,0.115,792.0,2,0,0,10.0
2145,533,433964.33333333326,17.0,14.666666666666664,24.33333333333333,4.5,0.0016666666666666668,0.10666666666666667,1921.333333333333,6,0,0,10.0
2145,534,197583.66666666663,23.555555555555557,18.444444444444443,13.555555555555555,4.111111111111111,0.0,0.11444444444444445,1627.2222222222224,9,0,0,10.0
2145,569,1892.5,16.0,14.5,19.0,1.5,0.0,0.14,2842.5,2,0,0,10.0
2145,587,63283.91666666666,11.5,9.25,24.91666666666667,2.9166666666666665,0.0,0.2466666666666667,1218.25,12,0,0,10.0
2145,589,1379.0,11.75,10.5,11.5,1.875,0.1225,0.0675,237.875,8,0,0,10.0
2145,621,732.0,9.0,8.5,9.0,1.0,0.0,0.17,1032.5,2,0,0,10.0
2145,630,112684.36363636365,15.0,13.090909090909092,17.818181818181817,1.2727272727272727,0.006363636363636363,0.14,1212.6363636363635,11,0,0,10.0
2145,659,6.2,14.6,11.4,3.2,1.0,0.14800000000000002,0.0,9.2,5,0,0,10.0
2145,671,1103.5,14.0,13.5,14.0,1.0,0.0,0.175,1238.0,2,0,0,10.0
2145,693,126123.1,11.3,10.5,12.4,1.1,0.0,0.198,1332.7,10,0,0,10.0
2145,694,348.8,11.8,10.2,8.0,1.6,0.13,0.046,354.4,5,0,0,10.0
2145,721,785.5,15.0,14.5,9.5,1.5,0.0,0.225,815.5,2,0,0,10.0
2145,737,134276.4,27.3,21.3,19.5,1.3,0.001,0.22,1678.0,9,0,1,9.0
2145,748,106155.0,10.0,10.0,4.333333333333333,1.0,0.0,0.17,477.0,3,0,0,10.0
2145,750,1454.0,14.5,13.5,27.0,1.5,0.0,0.16999999999999998,1565.5,2,0,0,10.0
2146,407,1220.5714285714287,2.8571428571428568,2.4285714285714284,6.428571428571429,2.071428571428572,0.0,0.19928571428571432,147.35714285714286,14,0,0,10.0
2146,455,144429.66666666663,12.75,6.0,16.75,5.166666666666667,0.0025,0.2058333333333333,512.0833333333334,12,0,0,10.0
2146,456,142681.66666666663,7.833333333333332,5.666666666666668,8.166666666666666,1.0,0.0033333333333333327,0.15,309.8333333333333,1,3,3,1.42857
2146,474,1192.5,9.5,6.5,18.5,8.0,0.0,0.175,588.0,2,0,0,10.0
2146,493,242136.44444444447,15.666666666666664,8.666666666666666,21.11111111111111,5.5555555555555545,0.005555555555555557,0.21444444444444447,591.0,9,0,0,10.0
2146,494,20339.5,9.5,8.75,8.25,2.75,0.0025,0.205,262.0,2,0,4,3.33333
2146,523,638.0,14.5,11.5,7.0,2.5,0.0,0.14,484.0,2,0,0,10.0
2146,534,53289.75,18.25,11.5,20.25,5.0,0.0025,0.18750000000000006,844.25,2,1,6,2.22222
2146,569,2653.5,19.0,14.5,34.0,6.5,0.005,0.255,1325.5,1,1,0,5.0
2146,587,299.5,20.5,9.0,2.0,0.0,0.0,0.54,98.5,0,0,12,0.0
2146,630,23.0,2.0,1.0,0.0,0.0,0.0,0.11,36.0,0,0,11,0.0
2146,693,332.0,27.0,11.0,0.0,0.0,0.0,0.1,21.0,0,0,10,0.0
2147,407,15155.785714285714,2.9285714285714284,2.5,8.071428571428571,2.7142857142857144,0.0007142857142857143,0.19714285714285715,156.42857142857142,14,0,0,10.0
2148,407,70405.57142857142,3.0,2.571428571428572,8.071428571428571,4.214285714285714,0.002857142857142857,0.2521428571428572,229.2142857142857,14,0,0,10.0
2148,455,1127.0,17.0,6.0,11.0,1.0,0.0,0.45,550.0,0,1,11,0.0
2148,474,1459.5,4.0,4.0,14.5,4.5,0.0,0.16,994.5,0,1,1,0.0
2148,569,2312.5,11.0,11.0,15.5,0.0,0.0,0.39,1303.5,0,0,2,0.0
2149,407,62271.857142857145,2.9285714285714284,2.571428571428572,8.214285714285714,3.571428571428572,0.0014285714285714286,0.16,149.21428571428572,14,0,0,10.0
2149,455,109.83333333333331,14.333333333333336,6.5,4.333333333333333,5.833333333333332,0.1125,0.043333333333333335,43.83333333333334,12,0,0,10.0
2149,474,926.5,2.0,1.5,0.0,0.0,0.0,0.415,195.5,0,0,2,0.0
2149,493,19.444444444444443,15.555555555555555,8.666666666666666,3.2222222222222223,1.5555555555555556,0.1722222222222222,0.008888888888888889,17.0,9,0,0,10.0
2149,494,10.333333333333334,15.166666666666664,12.5,3.0,1.1666666666666667,0.20166666666666666,0.0,11.5,6,0,0,10.0
2149,534,19.33333333333333,24.222222222222218,18.666666666666668,2.7777777777777777,1.2222222222222223,0.15777777777777774,0.016666666666666666,10.555555555555557,9,0,0,10.0
2150,407,594.4285714285714,3.2857142857142856,2.571428571428572,3.571428571428572,1.2857142857142858,0.0,0.11857142857142855,86.7142857142857,14,0,0,10.0
2150,455,956.0,17.0,6.0,10.0,1.0,0.0,0.07,166.0,1,0,11,0.833333
2150,456,1752.0,6.0,5.0,11.0,0.0,0.0,0.35,761.0,0,0,7,0.0
2150,474,593.0,6.0,6.0,4.0,0.0,0.0,0.27,523.0,0,0,2,0.0
2150,534,2356.0,26.0,15.0,12.0,1.0,0.0,0.41,580.0,0,1,8,0.0
2150,569,1788.5,16.0,13.0,2.5,0.5,0.0,0.305,824.5,1,0,1,5.0
2151,407,1099.857142857143,2.9285714285714284,2.5,4.142857142857143,1.3571428571428572,0.0,0.18500000000000005,148.14285714285714,14,0,0,10.0
2152,407,13898.5,2.9285714285714284,2.4285714285714284,3.8571428571428568,1.2857142857142858,0.0014285714285714286,0.15928571428571428,140.64285714285714,14,0,0,10.0
2152,455,68340.66666666669,7.416666666666668,5.5,12.0,2.5,0.0008333333333333334,0.31833333333333325,452.91666666666674,11,0,1,9.16667
2152,456,41.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0,0,7,0.0
2152,474,492.0,6.5,6.5,4.0,1.0,0.005,0.08499999999999999,211.0,2,0,0,10.0
2152,493,116988.44444444445,10.0,8.888888888888891,21.88888888888889,4.4444444444444455,0.006666666666666667,0.17333333333333334,643.2222222222222,9,0,0,10.0
2152,494,70809.66666666669,12.5,11.0,7.333333333333332,1.8333333333333333,0.06,0.13833333333333336,235.83333333333331,6,0,0,10.0
2152,523,1664.5,13.0,12.0,11.0,1.5,0.005,0.18,569.5,2,0,0,10.0
2152,533,15.833333333333336,17.0,14.666666666666664,3.0,1.0,0.2,0.0,10.0,6,0,0,10.0
2152,534,170190.88888888888,22.66666666666667,18.777777777777782,16.555555555555557,4.5555555555555545,0.048888888888888885,0.14555555555555555,595.4444444444445,9,0,0,10.0
2152,569,1878.0,16.0,14.5,21.5,5.0,0.01,0.16,727.5,2,0,0,10.0
2152,587,130604.83333333331,12.666666666666664,10.0,16.25,1.4166666666666667,0.013333333333333334,0.22416666666666665,455.83333333333326,12,0,0,10.0
2152,589,24230.375,12.25,11.0,5.125,1.375,0.11875,0.03875,146.375,8,0,0,10.0
2152,621,1216114.0,10.5,10.0,15.0,1.0,0.005,0.195,796.5,0,1,1,0.0
2152,630,36797.72727272727,15.454545454545455,13.090909090909092,6.090909090909091,1.0,0.05636363636363637,0.08272727272727272,314.6363636363636,11,0,0,10.0
2152,659,4.2,14.6,11.4,3.2,1.0,0.18,0.0,8.8,5,0,0,10.0
2152,671,819978.5,16.0,13.5,11.0,0.5,0.01,0.19,696.5,1,0,1,5.0
2152,693,77128.9,13.5,11.9,10.2,1.1,0.005,0.22899999999999998,562.3,10,0,0,10.0
2152,694,158624.0,15.0,12.0,16.4,1.8,0.002,0.208,1058.4,5,0,0,10.0
2152,721,899.5,14.5,12.5,11.0,1.0,0.01,0.16999999999999998,631.5,2,0,0,10.0
2152,737,187041.77777777772,23.444444444444446,20.0,17.22222222222222,3.2222222222222223,0.005555555555555557,0.2422222222222222,835.8888888888888,9,0,1,9.0
2152,748,1165.3333333333333,12.666666666666664,10.0,3.6666666666666665,2.6666666666666665,0.0033333333333333327,0.20333333333333334,366.0,3,0,0,10.0
2152,750,1380.5,16.0,15.0,12.5,3.5,0.0,0.165,634.0,2,0,0,10.0
2153,407,74159.88888888889,2.0,1.8888888888888888,17.0,5.666666666666668,0.017777777777777778,0.2022222222222222,201.22222222222226,7,1,6,5.0
2154,407,249188.2142857143,2.571428571428572,2.142857142857143,7.642857142857142,2.8571428571428568,0.0014285714285714286,0.31285714285714283,196.42857142857144,14,0,0,10.0
2154,455,2217.0,16.285714285714285,6.7142857142857135,6.0,1.8571428571428568,0.002857142857142857,0.3642857142857143,390.0,6,1,5,5.0
2154,474,2809.5,8.0,6.0,19.0,1.0,0.0,0.38,1015.0,1,0,1,5.0
2154,493,172117.66666666663,15.111111111111109,8.444444444444445,28.444444444444446,4.5555555555555545,0.0011111111111111113,0.2844444444444445,786.3333333333335,6,3,0,6.66667
2154,523,1249.5,15.0,10.5,27.5,2.5,0.0,0.29000000000000004,843.5,2,0,0,10.0
2154,533,48.5,21.166666666666668,17.0,9.833333333333334,2.6666666666666665,0.06333333333333334,0.0,16.666666666666668,6,0,0,10.0
2154,534,151267.44444444447,24.222222222222218,19.444444444444443,25.222222222222218,4.222222222222221,0.042222222222222223,0.11666666666666665,551.0,9,0,0,10.0
2154,569,1059.0,18.5,15.0,15.0,2.0,0.0,0.225,875.0,2,0,0,10.0
2154,587,108287.0,15.0,7.5,15.25,4.25,0.0025,0.3,595.5,2,0,10,1.66667
2154,621,2236.0,7.0,6.0,18.5,0.0,0.0,0.315,874.0,0,0,2,0.0
2154,630,222.54545454545453,15.454545454545455,13.181818181818182,4.181818181818182,1.0909090909090908,0.09636363636363636,0.1309090909090909,73.0,11,0,0,10.0
2154,671,1564.0,13.5,7.0,35.0,2.0,0.01,0.3,1446.0,1,0,1,5.0
2154,693,86930.5,19.8,16.1,10.0,2.0,0.102,0.03,70.7,10,0,0,10.0
2154,694,41.66666666666666,12.666666666666664,11.0,3.6666666666666665,1.3333333333333333,0.17666666666666667,0.0,14.333333333333336,3,0,2,6.0
2154,721,3002.5,20.5,17.0,16.5,0.0,0.0,0.185,749.5,0,0,2,0.0
2154,737,95757.88888888886,23.88888888888889,14.111111111111109,14.222222222222221,3.4444444444444446,0.09888888888888887,0.11444444444444447,529.7777777777778,8,0,2,8.0
2154,750,3406.5,15.5,9.5,16.0,2.5,0.0,0.23,868.5,1,0,1,1.65
2155,407,345790.35714285716,3.071428571428572,2.571428571428572,14.142857142857142,1.6428571428571428,0.0014285714285714286,0.2064285714285714,263.64285714285717,14,0,0,10.0
2155,455,2319213.083333333,13.333333333333336,5.5,32.5,3.583333333333333,0.0016666666666666668,0.25666666666666665,1463.25,10,1,1,8.33333
2155,456,683087.0,7.0,5.75,15.5,1.75,0.02,0.28,605.0,1,1,5,1.42857
2155,474,945.5,9.5,7.0,12.0,1.0,0.0,0.16999999999999998,536.0,2,0,0,10.0
2155,493,77675.0,12.333333333333336,8.11111111111111,19.444444444444443,4.111111111111111,0.0022222222222222227,0.3233333333333333,753.5555555555555,9,0,0,10.0
2155,494,21179.666666666668,14.333333333333336,10.5,6.5,1.8333333333333333,0.10500000000000002,0.07333333333333332,230.83333333333331,6,0,0,10.0
2155,523,2250.5,13.5,11.0,12.0,0.0,0.0,0.265,1008.0,0,0,2,0.0
2155,533,3476.25,17.25,15.0,54.25,11.75,0.005,0.255,2109.75,2,1,3,3.33333
2155,534,709122.1111111111,22.88888888888889,18.33333333333333,16.666666666666668,3.333333333333333,0.06777777777777777,0.1388888888888889,713.6666666666665,9,0,0,10.0
2155,569,2989.0,15.0,12.5,31.5,4.0,0.0,0.275,1769.5,1,0,1,5.0
2155,587,137800.4,11.2,6.4,17.0,2.6,0.0,0.262,405.4,2,1,9,1.66667
2155,621,1384.5,5.5,5.0,14.0,0.0,0.0,0.16,833.0,0,0,2,0.0
2155,630,3267308.0,10.5,8.0,22.5,3.0,0.005,0.2,724.5,2,0,9,1.81818
2155,671,2217.5,10.0,9.0,23.0,2.5,0.005,0.235,978.5,2,0,0,10.0
2155,693,961318.0,26.0,13.0,102.0,1.0,0.0,0.38,808.0,0,1,9,0.0
2155,721,2763.0,18.0,17.0,56.0,2.0,0.0,0.29,1804.0,0,1,1,0.0
2155,737,87262.0,29.6,17.1,10.9,1.8,0.08500000000000002,0.11900000000000001,298.5,9,1,0,9.0
2155,750,3090.0,12.0,11.5,23.0,1.5,0.0,0.26,1330.5,0,1,1,0.0
2156,407,337.0,3.0,2.571428571428572,4.428571428571429,1.3571428571428572,0.0014285714285714286,0.19857142857142854,147.5,14,0,0,10.0
2156,455,43999.5,17.416666666666668,6.416666666666668,9.083333333333334,1.5,0.0,0.22,550.5,12,0,0,10.0
2156,456,328603.4,14.6,6.8,17.0,2.8,0.004,0.14400000000000002,667.8,4,1,2,5.71429
2156,474,833.0,20.5,8.0,7.5,1.0,0.0,0.11,775.5,2,0,0,10.0
2156,493,58220.0,19.777777777777782,8.333333333333334,15.777777777777779,3.0,0.0011111111111111113,0.20777777777777776,819.0,9,0,0,10.0
2156,494,31985.66666666667,14.5,9.0,11.833333333333336,4.666666666666667,0.0016666666666666668,0.225,789.5,5,0,1,8.33333
2156,523,1570.5,22.5,14.0,20.5,3.0,0.0,0.185,997.5,1,1,0,5.0
2156,534,2468.833333333333,19.166666666666668,13.0,17.666666666666668,3.0,0.006666666666666667,0.18000000000000002,735.1666666666665,5,0,4,5.55556
2156,569,784.5,16.0,14.5,5.5,1.0,0.0,0.185,707.0,2,0,0,10.0
2156,587,73358.45454545454,14.181818181818182,9.272727272727273,23.09090909090909,1.5454545454545454,0.0,0.2472727272727273,998.7272727272727,10,1,1,8.33333
2156,589,885.6666666666665,9.0,6.333333333333332,1.3333333333333333,0.0,0.0,0.23,271.3333333333333,0,0,8,0.0
2156,621,1406.0,10.5,8.0,16.5,0.5,0.0,0.255,948.5,1,0,1,5.0
2156,630,216433.75,17.25,14.0,10.5,2.0,0.0,0.18000000000000002,754.75,3,0,8,2.72727
2156,671,1487.5,16.0,13.0,14.0,1.0,0.0,0.185,1230.5,1,0,1,5.0
2156,693,751.5,13.5,7.5,8.0,0.75,0.0,0.255,481.0,2,0,8,2.0
2156,737,108101.75,22.25,12.5,5.75,1.625,0.06000000000000001,0.07875,191.125,8,0,2,8.0
2156,750,333.0,11.0,8.5,2.5,0.5,0.0,0.04,291.5,1,0,1,5.0
2157,407,774.6428571428571,2.7857142857142856,2.2857142857142856,7.0,2.7857142857142856,0.024285714285714282,0.125,103.64285714285714,14,0,0,10.0
2157,455,1888.2857142857144,14.142857142857142,6.142857142857142,10.857142857142858,2.7142857142857144,0.002857142857142857,0.19142857142857145,470.71428571428567,6,1,5,5.0
2157,456,215619.5,4.0,3.0,47.0,10.0,0.0,0.245,359.0,1,1,5,1.42857
2158,407,7524.0,2.9285714285714284,2.5,2.7142857142857144,1.3571428571428572,0.02,0.27,117.35714285714286,14,0,0,10.0
2158,455,14817.083333333336,13.583333333333336,6.166666666666668,7.333333333333332,1.6666666666666667,0.010833333333333332,0.22166666666666665,480.25,12,0,0,10.0
2158,456,696.0,11.142857142857142,7.2857142857142865,8.571428571428571,1.4285714285714286,0.0071428571428571435,0.1985714285714286,550.0,7,0,0,10.0
2158,474,874.5,9.5,7.0,13.0,1.5,0.01,0.175,691.5,2,0,0,10.0
2158,493,109936.77777777777,16.444444444444443,8.555555555555555,16.11111111111111,2.0,0.012222222222222223,0.20555555555555555,657.2222222222222,9,0,0,10.0
2158,494,29150.33333333333,16.0,11.0,8.333333333333334,1.1666666666666667,0.04666666666666667,0.16333333333333333,695.0,6,0,0,10.0
2158,523,1244.0,21.5,11.5,11.5,1.5,0.0,0.33,999.5,2,0,0,10.0
2158,533,2511.0,4.0,2.0,0.0,0.0,0.01,0.08,78.0,0,0,6,0.0
2158,534,58523.11111111112,33.55555555555556,27.555555555555557,10.444444444444443,2.7777777777777777,0.011111111111111113,0.20333333333333334,895.2222222222223,9,0,0,10.0
2158,569,1625.5,16.5,14.5,24.5,3.5,0.01,0.23,1189.5,2,0,0,10.0
2158,587,8864.0,13.166666666666664,9.166666666666666,20.83333333333333,1.6666666666666667,0.0075,0.2483333333333333,609.5,12,0,0,10.0
2158,589,69594.875,12.75,11.0,53.5,3.125,0.0075000000000000015,0.2325,1578.125,8,0,0,10.0
2158,621,1507.0,11.5,9.5,30.0,4.5,0.0,0.2,840.5,2,0,0,10.0
2158,630,54367.36363636363,15.636363636363635,12.545454545454545,16.0,2.363636363636364,0.07727272727272727,0.09545454545454546,815.4545454545455,11,0,0,10.0
2158,659,6.0,14.6,11.4,3.2,1.0,0.15,0.0,13.6,5,0,0,10.0
2158,671,1627.5,14.0,11.0,10.0,1.0,0.0,0.21,1716.0,1,1,0,5.0
2158,693,104616.9,20.5,15.4,6.2,1.2,0.06599999999999999,0.13099999999999998,543.2,10,0,0,10.0
2158,694,209594.2,16.6,12.0,13.8,3.0,0.0,0.23800000000000002,1182.6,4,1,0,8.0
2158,721,2250.5,14.5,11.5,11.0,1.0,0.0,0.27,1437.5,2,0,0,10.0
2158,737,6584.375,20.0,12.125,14.625,2.625,0.01375,0.24,541.875,6,0,4,5.67
2159,407,1289.0,3.0,3.0,2.6923076923076925,1.0769230769230769,0.026153846153846156,0.2053846153846154,148.23076923076925,12,1,1,8.57143
2159,455,860.0,16.666666666666668,6.333333333333332,3.25,1.0833333333333333,0.0058333333333333345,0.15666666666666668,358.25,12,0,0,10.0
2159,456,24790.142857142862,15.0,7.7142857142857135,13.428571428571427,2.0,0.004285714285714286,0.16142857142857142,646.7142857142858,7,0,0,10.0
2159,474,991.5,15.5,8.5,6.5,1.0,0.005,0.165,611.5,2,0,0,10.0
2159,493,30779.111111111113,19.11111111111111,10.222222222222221,13.888888888888891,3.888888888888889,0.0033333333333333327,0.1711111111111111,707.0,9,0,0,10.0
2159,494,29577.16666666667,17.666666666666668,11.666666666666664,7.0,1.3333333333333333,0.043333333333333335,0.09000000000000001,505.83333333333326,6,0,0,10.0
2159,523,1359.5,15.5,10.5,13.5,4.0,0.005,0.16499999999999998,622.5,2,0,0,10.0
2159,533,2246.833333333333,20.5,15.0,5.5,1.1666666666666667,0.011666666666666669,0.09166666666666667,572.5,6,0,0,10.0
2159,534,145234.0,35.77777777777778,27.88888888888889,15.444444444444445,4.4444444444444455,0.01111111111111111,0.17222222222222222,1235.6666666666667,9,0,0,10.0
2159,569,1114.5,20.0,14.5,15.0,2.5,0.0,0.125,1283.0,2,0,0,10.0
2159,587,2414.0,14.5,9.166666666666666,9.0,1.0,0.0025,0.18833333333333335,466.58333333333326,12,0,0,10.0
2159,589,41611.625,14.25,11.0,17.125,1.375,0.023750000000000004,0.14875,667.625,8,0,0,10.0
2159,621,2084.0,11.0,7.5,15.5,1.0,0.0,0.16,454.5,2,0,0,10.0
2159,630,110583.18181818182,16.454545454545453,12.363636363636365,8.909090909090908,1.181818181818182,0.09727272727272727,0.09454545454545454,438.6363636363636,11,0,0,10.0
2159,659,19.2,14.6,11.4,3.2,1.2,0.162,0.05,10.6,5,0,0,10.0
2159,671,779134.5,18.5,14.5,9.0,0.5,0.01,0.18,1221.0,1,0,1,5.0
2159,693,72605.2,21.6,16.0,19.1,1.6,0.006,0.208,997.6,10,0,0,10.0
2159,694,256555.6,18.4,14.6,43.2,8.8,0.004,0.154,1375.8,4,1,0,8.0
2159,721,691.5,23.0,15.5,5.0,1.0,0.005,0.12,663.0,2,0,0,10.0
2159,737,263219.3,31.1,20.5,24.2,1.6,0.004,0.14400000000000002,1499.8,9,0,1,9.0
2159,750,1982.5,25.5,17.0,10.0,2.5,0.0,0.11,1166.0,1,1,0,5.0
2160,407,29070.5,2.8571428571428568,2.4285714285714284,6.571428571428571,2.2857142857142856,0.0,0.1871428571428571,230.0,12,1,1,8.57143
2160,455,120996.4,15.4,7.2,9.0,0.8,0.002,0.29400000000000004,614.8,2,1,9,1.66667
2160,474,2294.0,7.0,6.5,24.0,2.0,0.0,0.325,1553.5,0,1,1,0.0
2160,493,740.0,8.0,3.0,6.0,0.0,0.005,0.395,166.0,0,0,9,0.0
2161,407,45369.428571428565,2.9285714285714284,2.571428571428572,8.928571428571429,3.071428571428572,0.0,0.2257142857142857,199.64285714285717,14,0,0,10.0
2161,455,182.5,9.5,4.0,2.0,0.0,0.0,0.055,86.5,0,0,12,0.0
2161,493,770.0,8.5,3.0,4.0,0.0,0.0,0.495,170.5,0,0,9,0.0
2161,494,68.0,2.0,2.0,0.0,0.0,0.0,0.0,33.0,0,0,6,0.0
2162,407,246514.1428571429,3.7142857142857135,3.2857142857142856,5.071428571428571,2.4285714285714284,0.005,0.31428571428571433,166.21428571428572,14,0,0,10.0
2162,455,268401.66666666674,9.083333333333334,6.0,15.5,7.75,0.0008333333333333334,0.275,882.4166666666665,12,0,0,10.0
2162,456,20934.428571428565,5.857142857142858,5.7142857142857135,11.0,3.8571428571428568,0.002857142857142857,0.21428571428571425,415.1428571428572,7,0,0,10.0
2162,474,826.5,6.0,6.0,9.0,1.5,0.0,0.175,289.0,2,0,0,10.0
2162,493,111787.22222222223,9.0,8.11111111111111,22.555555555555557,8.555555555555555,0.0011111111111111113,0.2922222222222222,1094.6666666666667,9,0,0,10.0
2162,494,67444.0,10.8,10.6,12.6,4.4,0.06999999999999999,0.112,321.0,4,1,1,6.66667
2162,523,735.5,7.5,7.5,9.5,4.5,0.0,0.16499999999999998,401.0,1,0,1,5.0
2162,533,680.0,17.0,17.0,22.0,5.0,0.01,0.15,626.0,0,1,5,0.0
2162,534,160169.0,19.88888888888889,17.88888888888889,29.88888888888889,9.222222222222221,0.0022222222222222227,0.20888888888888887,1006.8888888888887,8,0,1,8.88889
2162,569,508689.0,12.5,12.5,21.0,5.5,0.005,0.17,926.5,2,0,0,10.0
2162,587,36391.25,13.333333333333336,11.166666666666664,3.4166666666666665,1.75,0.11333333333333333,0.09083333333333332,64.16666666666667,12,0,0,10.0
2162,621,1455.5,13.5,8.0,75.5,15.0,0.015,0.395,526.5,1,1,0,5.0
2162,630,37.63636363636363,13.0,12.727272727272727,2.727272727272727,1.0909090909090908,0.15363636363636365,0.007272727272727274,27.0,11,0,0,9.7
2162,671,1425.0,8.5,8.0,5.5,2.0,0.0,0.305,844.5,1,1,0,5.0
2162,693,8213.4,16.7,12.0,3.1,1.0,0.14400000000000002,0.0,17.3,10,0,0,10.0
2162,721,1553.5,15.5,11.0,14.0,0.0,0.005,0.245,291.5,0,0,2,0.0
2162,737,31.0,32.0,20.0,1.0,1.0,0.1,0.0,10.0,1,0,9,1.0
2162,750,603.0,14.5,13.5,2.5,0.5,0.035,0.395,93.0,1,0,1,5.0
2163,411,149.28571428571428,3.571428571428572,3.071428571428572,2.2857142857142856,1.2857142857142858,0.029285714285714283,0.2407142857142857,68.21428571428571,14,0,0,10.0
2163,433,19334.0,8.0,6.0,3.0,0.0,0.0,0.25,378.0,0,0,7,0.0
2163,438,34948.333333333336,10.75,6.0,8.583333333333334,1.6666666666666667,0.0016666666666666668,0.275,756.25,12,0,0,10.0
2164,411,1626393.6428571432,3.1428571428571432,2.642857142857143,7.928571428571429,2.571428571428572,0.009285714285714286,0.0892857142857143,158.64285714285714,14,0,0,10.0
2164,433,590175.4285714285,10.857142857142858,7.2857142857142865,59.0,8.857142857142858,0.0,0.14857142857142858,990.8571428571428,7,0,0,10.0
2164,438,697595.5,12.833333333333336,6.666666666666668,14.083333333333336,1.3333333333333333,0.0025,0.1558333333333333,569.3333333333334,12,0,0,10.0
2164,476,603431.5,13.0,6.5,21.5,1.0,0.005,0.18,716.0,1,0,1,5.0
2164,481,544026.8888888889,15.666666666666664,9.0,18.777777777777782,4.4444444444444455,0.0022222222222222227,0.12555555555555553,460.88888888888886,9,0,0,10.0
2164,483,183989.3333333333,16.0,12.666666666666664,49.5,14.833333333333336,0.006666666666666667,0.12833333333333333,804.3333333333335,6,0,0,10.0
2164,522,1575.5,17.0,11.0,13.0,3.0,0.0,0.16,610.0,2,0,0,10.0
2164,531,418574.5555555556,25.33333333333333,19.88888888888889,43.22222222222222,8.0,0.004444444444444445,0.16555555555555554,1487.111111111111,9,0,0,10.0
2164,532,7517.0,26.0,21.5,51.0,4.0,0.005,0.175,1770.0,0,2,4,0.0
2164,562,2181.5,11.0,8.0,17.5,2.5,0.005,0.21,752.0,0,1,1,0.0
2164,585,97053.33333333331,12.166666666666664,7.333333333333332,6.833333333333332,1.3333333333333333,0.0033333333333333327,0.11,168.33333333333334,5,0,6,4.54545
2165,411,197300.42857142855,3.2857142857142856,2.7857142857142856,2.8571428571428568,1.2142857142857142,0.03214285714285715,0.1557142857142857,63.28571428571429,14,0,0,10.0
2165,433,87625.28571428571,11.428571428571427,7.2857142857142865,14.142857142857142,1.2857142857142858,0.01,0.19,448.1428571428572,7,0,0,10.0
2165,438,454316.91666666674,13.25,6.0,4.333333333333333,1.0833333333333333,0.0025,0.1691666666666667,238.5,12,0,0,10.0
2165,476,1041.5,7.0,6.5,10.5,1.5,0.02,0.185,437.0,2,0,0,10.0
2165,481,20119.44444444444,15.111111111111109,9.111111111111109,9.111111111111109,2.0,0.007777777777777778,0.16666666666666666,425.88888888888886,9,0,0,10.0
2165,483,302195.66666666674,15.833333333333336,11.333333333333336,15.333333333333336,4.666666666666667,0.02333333333333333,0.11666666666666667,539.1666666666666,6,0,0,10.0
2165,522,2003.5,10.5,9.0,15.5,4.5,0.02,0.16999999999999998,582.0,2,0,0,10.0
2165,531,416738.66666666674,27.555555555555557,21.222222222222218,20.11111111111111,3.333333333333333,0.01,0.21888888888888888,1305.3333333333333,9,0,0,10.0
2165,562,975.5,15.5,13.5,16.0,4.0,0.02,0.13,624.5,1,0,1,5.0
