Duracao,Qntd_Linhas,Qntd_Linhas_Filtrado,Testes,Submissoes,PP_Paste,PP_Delete,Linhas_Log,Nota
75583.25,7.5,4.75,49.5,6.25,0.0025,0.285,1064.75,2.85714
2090,14,8,22.5,2.5,0.005,0.265,900,0
1836,16.888889,8.777778,7.111111,1.666667,0.006667,0.181111,417.333333,0
8735,14.833333,11.333333,28.5,5.833333,0.005,0.203333,877,0
2107.5,14,9.5,14,2,0.02,0.18,496,0
38253,17.5,15,10,2,0.02,0.225,673,1.66667
189248.333333,31.444444,28.111111,23.222222,2.888889,0.016667,0.193333,973.111111,0
734.5,18,17,13,2.5,0.01,0.205,515.5,0
81200.583333,13.916667,11.666667,12.5,1.583333,0.015833,0.125,373.416667,0
138595,13,10.25,17.75,2.75,0.0075,0.205,440.25,3.75
297114.363636,15.181818,14,15.545455,2.363636,0.006364,0.169091,420.727273,9.7
3909,7,6.666667,19,0.333333,0.016667,0.223333,969.333333,3.33333
133996.9,11.2,10.9,20.8,1.2,0.006,0.238,770.2,0
5355.666667,12,11.666667,16.333333,1,0.006667,0.186667,716.333333,0
5023.333333,13,13,50,4.666667,0.006667,0.246667,1191.666667,0
110328.4,33,31.2,15.4,1.5,0.016,0.215,642.1,0
1982.666667,15.333333,15,23.666667,1,0.003333,0.203333,1215.666667,0
26994,2.571429,2.071429,2.571429,1.357143,0.025,0.14,53.071429,0
36132.416667,12.416667,5.833333,6.333333,6,0.009167,0.2,451.75,0
24248.714286,10.571429,6,15.142857,5.142857,0.008571,0.167143,296.571429,0
277,8.5,6,4.5,1,0,0.09,380,0
276,14.111111,7.444444,9.222222,4.333333,0.006667,0.152222,384,0
876.833333,12.666667,8.666667,11,3.166667,0.033333,0.125,475,0
434.5,7.5,6.5,19.5,4.5,0.005,0.12,529.5,0
529,15.5,14,21.5,5,0.015,0.175,602.5,0
677.583333,17.25,12.333333,8.416667,2,0.009167,0.1775,294.583333,0
1712.333333,19.333333,14.333333,45.333333,3.333333,0.003333,0.186667,840.333333,0
80476.181818,19.727273,18,11.909091,1.727273,0.007273,0.196364,666.545455,9.7
86022,16.2,11.8,26.6,2.8,0.006,0.176,942.2,0
398.666667,18.666667,13.333333,16.666667,3.333333,0.016667,0.276667,528.333333,0
1321,24,16.333333,20.666667,5.333333,0.003333,0.32,775,0
2822.333333,24.333333,20.666667,53.666667,8.666667,0.006667,0.29,1395.666667,0
9195.285714,3.857143,3.428571,4.071429,2.142857,0.021429,0.17,157.214286,0
57236.857143,7.285714,6.714286,9.285714,1.714286,0.008571,0.102857,311.714286,0
654.5,7.5,6,4,1,0.005,0.13,351,0
4347,12.444444,8.666667,7,1.444444,0.002222,0.205556,564.444444,0
1641,13,12,16.5,2,0.01,0.215,1002,0
79544,16.833333,13.166667,10.666667,4.333333,0.01,0.183333,643.833333,5.55556
3595,7.666667,7,26,1.333333,0.006667,0.17,720,3.33333
133,4.5,2.5,1.5,0.5,0.005,0.055,78,0.909091
3876,5,3,21,1,0,0.28,2101,0
383,11,10,3,1,0,0.15,321,0
4615.666667,17,16.333333,10.333333,2,0.01,0.14,636.666667,0
2095,13.666667,10.666667,10.333333,4.333333,0.01,0.16,545,6.66667
82155,8.571429,7,23.571429,4.857143,0.001429,0.211429,557.285714,0
1031,11,7.5,8.5,1.5,0.005,0.14,316.5,0
1024.666667,11.555556,8.888889,8.777778,2,0.003333,0.194444,406,0
841,8,7.5,6,1,0.005,0.185,453,0
264479.888889,28.555556,26.888889,15.666667,5.555556,0.035556,0.338889,626.555556,0
2149,13.5,12.5,25.5,4,0.005,0.21,1249.5,0
2302.666667,8.666667,7.333333,12.333333,1,0,0.133333,325.666667,3.33333
48450.888889,8.888889,7.555556,7.888889,0.777778,0.002222,0.223333,349.888889,5.45455
3022,14.333333,12.666667,6.666667,0.333333,0.003333,0.196667,631,3.33333
132793.9,13.5,13,15.8,1.9,0.003,0.221,693.8,0
1197,8,8,12,2,0,0.24,410,1.34
3268.666667,19,18,14,1.666667,0.003333,0.206667,644,0
96217,21.1,18.1,5.6,1.4,0.023,0.236,254.2,0
1638.666667,13.666667,12,9.333333,1,0,0.216667,539,0
246777.571429,2.642857,2.285714,5.428571,2.428571,0.010714,0.32,117.714286,0
11937.333333,10.583333,6.333333,6.916667,1.333333,0.0025,0.251667,386.5,0
1281.285714,6.857143,6.857143,10.857143,2.571429,0.004286,0.225714,452.857143,0
800,6,6,24.5,6,0.005,0.22,387.5,0
49688.444444,12.888889,9.222222,14,6.555556,0.002222,0.231111,564.555556,0
107244.888889,32.111111,28.888889,31.888889,6.888889,0.008889,0.153333,945.222222,0
2139,16,15,36,3.5,0.005,0.22,1220,0
57230.5,14.25,11.5,13.166667,2,0.019167,0.1775,313.166667,0
265.857143,11.857143,11.714286,7,1.428571,0.02,0.11,115.857143,8.75
3147.666667,11,8.666667,37.333333,2.333333,0.003333,0.253333,811.666667,0
72711.545455,14.272727,14,12,2.636364,0.005455,0.236364,573,0
1675,16,11,16.666667,4,0.013333,0.263333,665.333333,0
43198.3,15.9,15.1,6.8,1.5,0.029,0.127,231.7,0
1294,13.2,11.4,6.8,1.4,0.01,0.264,342.6,0
4831.333333,20,14.333333,24.333333,1,0.013333,0.326667,977,0
88457.4,21.9,16.8,10.6,2,0.03,0.151,392.6,0
5328.333333,21,19.666667,23.666667,1.333333,0.003333,0.243333,1296.666667,6.66667
169390.571429,7.5,2.214286,4.071429,2.785714,0.000714,0.150714,200.142857,0
28335.75,10.833333,6.333333,6.25,2.25,0.005,0.136667,287.333333,0
50796,8,7.142857,20.857143,3.285714,0.01,0.24,582.857143,0
699,7,6.5,15.5,3.5,0.005,0.215,387.5,0
135459.555556,13.555556,9,15.777778,5.333333,0.003333,0.21,599.777778,0
1345.5,11,10.5,27,7,0.005,0.215,903,0
193729.333333,17,15.5,5.833333,1.333333,0.008333,0.155,543,0
270049.888889,33.666667,29.333333,38,9.444444,0.011111,0.237778,845.333333,0
642,14,12.5,13,2.5,0,0.255,734,0
199526.666667,15,12,26.166667,1.75,0.005,0.254167,605.083333,0
190339.625,12.125,11.125,17,2.5,0.00625,0.22125,433.625,8.75
244.333333,10.666667,10.333333,6.333333,1.333333,0,0.15,221.333333,0
202425.272727,16.909091,15,32.454545,4.818182,0.006364,0.235455,854.818182,0
334904.8,19.4,17.6,12.2,1,0.016,0.228,571,0
1224,14.666667,13,17,1.333333,0.003333,0.193333,585.333333,0
94249.9,16.8,15.3,11,1.1,0.006,0.241,475.4,0
23616.8,15.2,14.4,10.8,1.4,0.004,0.204,495.8,0
1898.333333,23.333333,22.666667,26.333333,1,0.003333,0.253333,948,0
95912.1,21.6,18.5,18.5,2,0.007,0.285,650.5,0
430.666667,15,14,7.333333,1.666667,0.006667,0.163333,361,0
136362.5,3.5,3,7.785714,2.857143,0.009286,0.22,160,0
39788.333333,11.583333,6.333333,10,2.666667,0.005,0.190833,392,0
12515.142857,7.285714,6.714286,10.285714,1.428571,0.002857,0.094286,338.142857,0
1035,6,6,17,3,0.005,0.16,329,0
150350.111111,12.666667,8.444444,8.777778,1.777778,0.008889,0.134444,389.111111,0
683.5,11,11,7.5,1,0.005,0.13,580.5,0
887,17.5,16.5,6.5,1,0.01,0.165,712.5,0
1486.333333,11.333333,8.333333,24,2,0.003333,0.153333,624,0
2170.333333,14,13.666667,7.666667,1,0.006667,0.21,447.333333,0
107255,17.5,13,18,2.25,0.0025,0.2925,1183.5,0
1648,13.666667,13.666667,13.333333,1.666667,0.003333,0.206667,733,0
4966,14,11.666667,18,1.666667,0.003333,0.263333,1534.333333,3.33333
504.857143,3.214286,2.5,4.571429,3.071429,0.004286,0.207857,110.285714,0
72797.166667,13.666667,6.833333,10.333333,1.75,0.006667,0.2375,413.916667,0
864,8.5,5.5,13,1,0,0.17,362,0
117259.111111,14.555556,9.666667,13.555556,2.888889,0.004444,0.183333,566.777778,0
34524.8,15.2,9.8,9.4,2,0.01,0.106,430.6,0
844.5,17,13,7,1.5,0,0.11,438,0
61103.8,21.8,17.2,24,3.8,0.006,0.202,1300.4,4.44444
1353.5,19.5,14.5,13,2.5,0.005,0.15,647.5,0
715.083333,12.916667,10.25,5.75,1.583333,0.005,0.1425,276.25,0
1175,9.666667,6.333333,1,0,0.003333,0.12,291.333333,0
152414.5,11.75,6.75,6.75,1,0.0025,0.2975,516.25,1.81818
154385.6,18.6,15.1,24.2,2.6,0.005,0.174,1014,0
4135,19.333333,15,23.333333,1,0,0.193333,1141,6.66667
3745.333333,16,12,24,4.333333,0.003333,0.133333,1274.333333,3.33333
542,7,6.714286,19.428571,4.428571,0.002857,0.147143,448.285714,0
348.5,7,7,9,2,0.005,0.17,294,0
115051.777778,12.444444,8.222222,10,3.444444,0.037778,0.186667,265.555556,0
914,21,18,13,3,0.01,0.13,1433,0
227018.555556,33.777778,29,25.111111,9,0.013333,0.15,892.888889,0
582,18.5,18,23.5,7,0.015,0.175,680,0
1375.75,13.583333,11.25,15.5,2.25,0.005833,0.196667,347.916667,0
351.666667,8.666667,8.666667,15,4.666667,0.003333,0.17,308.333333,0
45835.333333,12.166667,10.833333,12.5,1.833333,0.003333,0.175,428.5,4.54545
1881,18.333333,16.333333,25.666667,4.333333,0.006667,0.223333,938,0
2523.333333,19,17.333333,44,2.666667,0.003333,0.203333,1496.666667,0
10420.5,12.5,9.75,21.5,4,0.005,0.2975,613.25,0
1800,20,19,39.666667,6.333333,0.003333,0.216667,844,0
211244.666667,8.666667,6.166667,7.916667,2.25,0.001667,0.161667,367.416667,0
148241.571429,7.857143,6.857143,14.571429,4,0,0.134286,387,0
1195,7,6.5,11.5,1,0,0.145,547,0
3102.5,11,10,41.5,2.5,0,0.22,1128,0
695.5,12.5,11,12.5,1.5,0.04,0.1,496,0
1393.666667,8.333333,8.333333,8.333333,1.333333,0,0.103333,282.666667,0
1091,6.5,6,4,0,0,0.24,347,0
3987,26.5,24,20,1.5,0,0.16,796,6.66667
3092,13.5,12.5,30,1.5,0,0.165,1085,3.33333
25690.5,2.428571,2.071429,4.571429,1.714286,0,0.221429,109.928571,0
78105.166667,12.583333,6.416667,10.666667,2.666667,0.001667,0.185,412.75,0
922.75,5.5,4.5,7,2.5,0,0.2775,388.25,2.85714
946.5,8.5,6.5,10,2,0,0.18,531,0
87790.111111,13.888889,9.222222,13.444444,2.888889,0.001111,0.33,570,0
3064,13,10.5,42,4,0,0.3,1506,0
3191,13.5,10.5,41,5.5,0,0.225,1400.5,0
100911.833333,12.5,10.25,4.083333,1.333333,0.000833,0.234167,250.916667,0
4184.666667,8.666667,5.666667,29.666667,3,0.003333,0.4,631.666667,6.66667
216356.5,4,2,1.5,0.5,0.005,0.445,118.5,0.909091
5,1,0,0,0,0,0,19,0
2811.333333,6.666667,5,8.666667,1,0.003333,0.28,557.666667,0
421.1,15.7,13.6,7.5,1.7,0.009,0.118,224.5,0
46425.2,9.8,9.4,3.2,1,0,0.116,261.6,0
4210,13.333333,12,29.666667,1.666667,0,0.283333,738,6.66667
217128.2,26.6,18.1,17.8,1.4,0.002,0.403,545.6,0
526,4,2,0,0,0,0.44,216,0
2636,14.666667,12,7,1.333333,0,0.286667,557.333333,0
13041.153846,2.615385,2.076923,5.153846,1.923077,0.013846,0.231538,90.615385,9.28571
2685,10,6.5,18,2,0.005,0.39,892,0
61801.222222,14.444444,9.333333,10.666667,3.777778,0.004444,0.211111,591.222222,0
139079.333333,10.166667,9.166667,11.666667,8.166667,0.005,0.236667,428.333333,6.66667
2945.5,10,9.5,26.5,2.5,0,0.205,597,0
1661.5,12.833333,10.833333,15.166667,2.333333,0.01,0.221667,710.166667,0
1732.888889,19.444444,13,11.666667,2.222222,0.003333,0.192222,781.222222,7.77778
1584.5,21,17.5,35,7.5,0,0.22,1509,0
1315.666667,15.416667,11.583333,9.166667,1.75,0,0.210833,341.25,0
1032,11,10,13,1,0.01,0.21,536,1.25
3711.666667,14.333333,12,40.333333,4.333333,0.003333,0.263333,881.666667,0
96,14,9,0,0,0,0,35,0
236199,7.5,6,3.5,0,0,0.225,295.5,0
2896,15.333333,12.333333,18.333333,2.333333,0,0.2,717.666667,0
281238.4,15.1,12.2,12.6,2.5,0.004,0.267,464.2,0
41264.5,12.5,11.5,5.5,1,0,0.22,360.5,0
3701.666667,23,19.333333,27.666667,6.666667,0.003333,0.203333,988.333333,6.66667
44715.5,20.5,14.75,4.375,1.125,0.02875,0.17125,257,0
4032,17.333333,11,13.333333,0.333333,0.003333,0.333333,1151,3.33333
49052.785714,2.571429,2.071429,8.428571,3.071429,0.001429,0.147857,207.071429,0
25335.583333,8.916667,6.083333,10.333333,1.5,0.003333,0.28,671.333333,0
846.571429,7.142857,6.428571,9.428571,1.857143,0,0.221429,556.285714,0
533,8,7,7,1,0,0.155,418.5,0
35923.666667,12.222222,9.111111,31.555556,6.666667,0.002222,0.278889,1087.777778,0
890.5,13,11.5,8.5,1,0,0.25,575,0
986.5,14,12.5,22.5,5.5,0.01,0.25,779,0
90069,11.428571,8.142857,33.714286,1.714286,0.001429,0.242857,678.714286,0
2899.666667,11.666667,10.333333,19,2,0.006667,0.28,1002.666667,6.66667
1298.666667,5.666667,4,14.666667,0.333333,0.003333,0.313333,834.666667,0
4042,10,8,24,1.5,0.005,0.295,1545.5,0
163211.714286,4,3.285714,5.214286,1.214286,0.005,0.245714,218.285714,0
37140.083333,12.75,6.333333,5.916667,3.5,0.0025,0.296667,354.5,0
893.8,6.4,5.2,8,0.8,0.004,0.298,423,5.71429
2855,5.5,4.5,23.5,0,0.005,0.425,939.5,0
115382.666667,13.833333,11.833333,17.5,3,0.011667,0.245,690.333333,0
5414,16,10,51.5,2,0,0.485,2227,0
45733,10.5,10,5.5,0,0,0.17,637.5,0
268080,29.888889,26.333333,18.777778,2,0.002222,0.287778,1109.222222,0
1978,18.5,14.5,21.5,4.5,0,0.26,973,0
218583.75,14.083333,11.666667,9.75,1.666667,0.010833,0.205833,336.833333,0
69.285714,9.857143,8.714286,2.285714,1,0.025714,0.107143,53.857143,6.25
3393,14.666667,9,47.333333,1,0,0.3,831.333333,0
97996.636364,15.090909,13.363636,12.181818,1.454545,0,0.175455,713.090909,9.7
3815,23,16.666667,24.333333,1.666667,0,0.29,1408,6.66667
317483.6,12.2,11.4,10.8,1.8,0.022,0.178,170.2,0
5223.333333,19,15,20.333333,1,0.003333,0.303333,1227,0
35999.8,16.2,12.4,8.6,2,0.002,0.222,407,0
3934,14,9.333333,29.666667,3.333333,0,0.223333,983.333333,3.33333
294,17,6,1,0,0,0.09,85,0
1050.5,1,0.5,3.5,1,0,0.34,38.5,0
495,13,6,2,0,0,0.35,79,0
165,3,2,5,1,0,0.47,175,0
96328.571429,2.5,2.071429,6.214286,1.5,0.004286,0.212143,148.142857,0
145400.416667,12.166667,6.166667,14.916667,3,0.003333,0.2575,700.25,0
45284.428571,11.142857,7.428571,34,7.714286,0.001429,0.225714,1077.714286,0
326881.5,21.5,17.5,24.75,6.25,0,0.2225,2057.25,0
1067,13.5,12.5,26.5,6.5,0.005,0.175,1297,0
217534.083333,13.75,10.166667,37.916667,3.083333,0.000833,0.225833,1002.583333,0
282594.4,14.4,10.2,27,2.8,0.004,0.216,1282.2,0
345645,12.333333,8.333333,10,2,0,0.166667,606.333333,0
259134.5,13.1,10.3,15.6,2.1,0.021,0.204,945.1,0
387,12.333333,9.666667,7,1.333333,0.003333,0.243333,658,0
3887.333333,18.333333,15.666667,35.333333,2.666667,0,0.25,2067.333333,0
68553.5,2.5,2.071429,4.357143,1.642857,0.000714,0.207857,117.357143,0
51083.583333,13.833333,6.583333,16.166667,2.333333,0.01,0.3125,610.583333,0
981,7,5,14,0.5,0.01,0.425,483.5,1.42857
2610,9,7,13,0.5,0.005,0.395,1230.5,0
557,10,9,5,0,0.01,0.4,510,0
2104,16.5,13,24.5,1.5,0,0.355,1974,0
113846.75,16.25,12,18.166667,2.333333,0.034167,0.195833,648.416667,9.16667
1596,15.25,10.75,14,2,0.0125,0.2625,808,1.81818
4481,18.333333,13.333333,18.666667,0.333333,0.003333,0.306667,1220,3.33333
85,4,4,3,1,0,0.06,133,0
3580.333333,16,10,17.666667,2,0.003333,0.273333,1375.333333,3.33333
2509.5,16.5,14.5,17,1,0,0.215,1264,0
74184.785714,3.571429,2.857143,4.142857,1.357143,0.002857,0.231429,206.857143,0
37180.75,14.25,6.416667,7.833333,1.5,0.004167,0.2,419.833333,0
234.75,7.25,5,3.75,0.75,0.0025,0.0525,168.25,4.28571
2226,9.5,5.5,13.5,0.5,0.005,0.385,721,0
216944.555556,15.111111,9.111111,8.555556,1.888889,0.002222,0.271111,504.555556,0
36215.25,11.75,9.5,7.25,1,0,0.2225,362.5,1.66667
5313.5,13,9,15.5,1,0.005,0.24,1207,0
189319.75,23.125,14.875,19.75,4,0.0175,0.24625,915.625,7.77778
2501.5,17,10.5,11,0,0,0.265,1143,0
105537.583333,16.583333,12.833333,12,2.666667,0.0075,0.251667,321.666667,9.16667
644.5,8.5,6.5,0,0,0,0.335,479.5,0
5954.5,13,8.5,26.5,3.5,0,0.27,1548.5,3.33333
1801.5,24.5,11.5,15,1.5,0.01,0.125,1091.5,0
858.333333,4,2.333333,0.333333,0,0,0.253333,247.666667,0
177850.142857,16,11.571429,11,2.428571,0.005714,0.165714,428.857143,0
4026,17.333333,9.333333,18,4,0,0.206667,786.666667,2.23333
31158.785714,2.571429,2.142857,3.285714,1.285714,0,0.114286,75.5,0
50639,10.5,6.166667,7.583333,1.666667,0.000833,0.235833,476,0
64951.714286,10,6.857143,8.571429,1.285714,0.005714,0.158571,385.714286,0
779.5,13,9,4,1,0,0.15,395,0
96322.666667,11.333333,8.555556,11,2.555556,0.003333,0.133333,541.666667,0
101274.666667,13.5,10.5,19.5,2.166667,0.006667,0.165,718.666667,0
512,9,9,7,1,0.02,0.2,353,0
3600.5,23,14.5,59.5,9,0.005,0.235,1505,1.11111
1378,16,13.5,25,4.5,0.005,0.2,1185,0
911,13,7,15.5,1.5,0.005,0.37,328,0
2479.666667,11.333333,8,35.666667,4.666667,0,0.216667,693.333333,0
82,1,1,0,0,0,0.08,24,0
1666,11,8.666667,15,1,0.006667,0.193333,687,3.33333
239966.285714,15.142857,12.571429,38.428571,4.285714,0.001429,0.128571,788.714286,0
471,6,4,0,0,0,0.14,365,0
3647.333333,16.666667,13.333333,41,5.333333,0,0.183333,1101,3.33333
76050.642857,2.571429,2.071429,4.857143,2.642857,0.005,0.166429,91.357143,8.57143
419.714286,10.571429,6.428571,4,3.285714,0,0.097143,260,5.83333
2396.5,6.5,5.5,4,0.5,0,0.19,305,0
506.777778,14.444444,9.222222,3.555556,2.222222,0.046667,0.214444,117.888889,0
2600,9,7,10,1.5,0,0.255,562,0
2323,13,11.5,7.5,0,0,0.21,728.5,0
2244,10,9,7.5,1,0,0.185,404,0
1661,10,7.5,10,2.5,0,0.085,412.5,0
2023,19,16,12,2.5,0,0.165,621.5,0
2244,16,14,10.5,2,0,0.15,604.5,0
594,1,1,0.5,0,0.015,0.03,20,0
24936.071429,3.428571,2.857143,8.071429,2.642857,0,0.157857,196.142857,0
298701.833333,12,6.083333,10.083333,2.333333,0.001667,0.281667,534.583333,0
1472,5.5,5.5,26,12,0.005,0.295,783.5,0
16123.666667,15.222222,8.666667,25,6,0.001111,0.22,733.777778,0
38341.2,16,12.2,26.8,6,0.018,0.196,1147,6.66667
2272.5,12,10,34,5,0,0.235,1259.5,0
1618.5,12.5,12.5,24.5,7.5,0,0.415,1191,0
102384.833333,14.583333,11.666667,32,5.583333,0.010833,0.255,867.416667,8.33333
2492,14,13.5,24,9.5,0,0.235,1200.5,0
1439.5,20,18.5,6.5,1,0.005,0.2,571.5,0
98388.214286,2.428571,2.071429,9.642857,4,0.001429,0.270714,338.571429,0
119643.5,11.416667,5.583333,36.583333,4.416667,0,0.3325,1469.083333,0
261124,5,4.285714,29.857143,2.285714,0,0.235714,683.142857,4.28571
1105.5,6.5,6,6,1,0,0.305,516.5,0
162830.444444,14.555556,9.333333,22.333333,3.111111,0,0.317778,1019.222222,0
174318.666667,13.166667,11.833333,39,7,0.013333,0.263333,980.166667,0
514.5,9.5,9.5,5.5,1,0,0.205,493.5,0
104243.666667,17.166667,16.666667,39.5,8,0.003333,0.193333,1498.166667,8.33333
3041.5,21,20,24,4.5,0.01,0.175,1423.5,0
183392.5,21.5,11.416667,17.75,1.916667,0.0175,0.239167,637.416667,0
33647.666667,8,7,22.333333,3,0.006667,0.163333,471,2.5
1449.5,15.5,14,10.5,0.5,0.005,0.165,685,0
23,1,1,0,0,0,0,25,0
2822.5,14.5,14,31,7.5,0.005,0.215,738.5,0
165660.2,15.8,11.1,19.5,2.2,0.002,0.209,999,0
405.5,6.5,6.5,0.5,0,0.005,0.22,226,0
1825,23,19.5,10,2,0.005,0.295,1068.5,0
262851.1,20.5,16,17.3,2.5,0.004,0.218,798.6,0
2325.5,15.5,12,8.5,0,0.005,0.19,865,0
43428.928571,2.5,2.071429,2.714286,1.428571,0,0.117143,81.285714,0
57248,17,6.666667,1.333333,1,0,0.103333,127.666667,1.66667
631,4,4,23,6,0,0.17,312,1.42857
7080.555556,14.888889,8.777778,18.555556,5,0.017778,0.192222,548.555556,0
757,10.666667,9.333333,8.666667,1.666667,0.003333,0.17,657.333333,0
2948,11,9.5,39,12,0,0.275,1275,0
2302.5,10,9,41.5,9,0,0.195,1032.5,0
1727,8,6.5,2.5,0.5,0,0.215,428.5,0
27142.285714,2.642857,2.071429,4.142857,1.785714,0,0.147857,124.214286,0
42296.916667,13.083333,6.083333,31.916667,4.5,0.008333,0.273333,1391.416667,0
90271.6,10,5.8,22.6,2.6,0.008,0.328,843,4.28571
2680,15.5,7.5,15.5,9,0,0.245,903,0
67584.928571,2.5,2.071429,3.357143,3.071429,0.003571,0.144286,82.428571,0
58536.583333,12.833333,6.333333,6.25,2.583333,0.006667,0.2275,286.583333,0
587.5,5,4,5,1,0,0.125,199.5,1.42857
2063.5,4.5,4.5,19,0.5,0,0.32,602,0
12167.666667,13.777778,9,18,6.777778,0.002222,0.171111,390,0
2461,9,9,20.5,3,0,0.21,584.5,0
1893.5,10.5,9,8.5,1,0.005,0.16,640,0
2706,9.5,7,4.5,0,0,0.175,454.5,0
189048.454545,15.272727,13.818182,8.181818,1.363636,0.044545,0.329091,225,0
1464.5,6,5.5,5.5,1,0.015,0.305,242,0
7572.333333,14.666667,13.333333,12.666667,2,0.006667,0.206667,597.666667,0
2325,18,15,29.5,5.5,0.005,0.29,790.5,0
2137.5,13.5,12,19.5,3.5,0.03,0.185,611.5,0
108,1.5,1.5,1.5,0,0,0.475,87,0
91384.416667,11.25,6.25,9,1.833333,0.026667,0.1075,224.25,0
535.5,6,5,5,1,0,0.065,185,2.85714
1396,9,6,15,1,0,0.305,673.5,0
17468.333333,14.666667,9.555556,14.222222,3.666667,0,0.228889,676.777778,8.88889
2140,14,10,33,0.5,0,0.34,1445,0
2774.5,16,14,30,4,0.005,0.285,1632,0
31122.2,12.8,8,6,0.8,0,0.25,247.2,2.5
1754.5,15,4.5,17.5,2,0,0.33,899,0
1327.5,5.5,5,10,1,0,0.255,564,0
247.2,12,8.2,6.4,1.4,0,0.21,239.4,0
5767,14.5,13.5,22.5,2.5,0,0.24,1372.5,0
296712.285714,2.642857,2.071429,2.928571,2.071429,0.005,0.111429,107.571429,0
2089.5,11.5,5.5,13.5,4.5,0,0.275,824.5,0
1895,13,8.5,17,3.5,0.005,0.345,1094.5,0
27936.166667,12.916667,10.166667,8.666667,4.833333,0.0475,0.150833,222.083333,0
2873.5,6.5,5,13,0.5,0,0.25,598.5,0
5295,14,12,5.5,7.5,0.005,0.255,929.5,0
2320,17,13.5,28.5,8,0.005,0.35,1456.5,0
210393.857143,2.714286,2.642857,4.642857,2,0.005,0.196429,204.857143,0
83262.916667,13.25,6.333333,16.833333,5.833333,0.0025,0.253333,996.416667,0
20519.428571,8.571429,7,13.714286,1.428571,0.004286,0.245714,1342.428571,0
2124.5,11.5,7.5,18,1,0,0.18,1184,0
104720.666667,16.666667,9,19.888889,3.222222,0.001111,0.251111,1262.666667,0
634.666667,13.833333,10.833333,6.166667,1.333333,0.048333,0.065,124.166667,0
2598.5,19.5,10.5,23.5,3,0,0.305,1335,0
1119,21,16,6,1,0,0.24,1082,0
1987,16.5,11,10.5,0.5,0,0.195,2605,0
35619.416667,14.083333,10.416667,16.166667,2.333333,0.003333,0.23,636.75,0
2620,15,9.5,12,0,0,0.275,951.5,0
40469.727273,15.272727,12.727273,10.727273,2.090909,0.034545,0.157273,775.545455,0
210634,24.5,21,16.5,1.5,0,0.26,2131,0
246242.4,13.4,9.7,15.6,2.4,0.001,0.264,999.6,0
1063.2,11.6,9.6,6.8,1.2,0,0.296,702.4,0
1629.5,17,14.5,17,1,0,0.22,1094,0
2900.5,19,14,14.5,4,0.005,0.27,821,0
27577.833333,11.5,5.833333,8.166667,2.75,0.001667,0.280833,379.416667,9.16667
34,1,1,0,0,0,0,10,0
2773.5,5,4.5,20.5,0.5,0,0.29,936,0
2375.222222,10.444444,9.333333,14.444444,3.666667,0.002222,0.23,504.666667,0
109,5,5,1,0,0,0.08,132,0
2881,10.5,9,12,0.5,0.005,0.24,1102,0
34571.111111,23,18.888889,17.555556,4.888889,0.003333,0.233333,919.444444,0
1455.5,16.5,14.5,22.5,4.5,0.005,0.185,767.5,0
1125,12.090909,9.636364,8.454545,2.545455,0.003636,0.172727,302.181818,9.16667
2297,10,8,34.5,5.5,0,0.275,491.5,0
208130.5,5,4.5,12,4.5,0.01,0.19,538,0
43451.5,12.1,10.2,10.5,2.5,0.001,0.216,383.7,0
5797,15,13,13.5,1.5,0,0.33,1501,0
3304,14.5,14,19.5,9.5,0,0.17,1131,0
161,2.5,2.071429,2.142857,1.142857,0,0.136429,57.428571,0
849.75,12.666667,6.5,4.75,1.416667,0.004167,0.215833,264.083333,0
396.142857,8.428571,6.142857,5.142857,1,0.008571,0.125714,210.142857,0
322.5,9.5,6.5,4,1,0.01,0.115,184,0
43220.555556,15.222222,9,11.666667,4.222222,0.006667,0.177778,362,0
513,21.833333,19,3.666667,0.833333,0.036667,0.186667,413,8.33333
1171.5,11.5,9.5,13,2.5,0,0.2,475,0
29332.888889,36.333333,31.777778,15.777778,3.333333,0.015556,0.207778,644,0
1878.5,21,19.5,56,12,0.02,0.2,1042.5,0
14964.583333,14.166667,10.083333,22.083333,1.333333,0.005833,0.248333,439,0
254,5,3,0,0,0,0.11,123,0
598.5,11.5,9.5,24.5,5,0.005,0.19,394.5,0
206071.727273,14.909091,12.727273,19.090909,4.090909,0.003636,0.179091,830.636364,0
469,16.5,15.5,5.5,1,0.01,0.13,392.5,0
28535.8,12.8,10.8,14.1,3.2,0.004,0.178,440.9,0
497.5,15.5,12.5,7.5,1,0.005,0.19,411,0
317374.2,21.7,15.1,20,3.3,0.01,0.161,460,0
847.333333,11,9,8.333333,2.333333,0.016667,0.343333,361,6.66667
865,16,14.5,7,1.5,0.01,0.195,594.5,0
181.285714,2.642857,2.142857,2.357143,1.285714,0,0.153571,69.928571,0
294146.75,13.833333,6.75,6.833333,1.083333,0.001667,0.238333,382.75,0
559.285714,12.714286,7.428571,5.428571,1,0.001429,0.175714,368.285714,0
506.5,13,8,5,1,0,0.17,464,0
664.888889,16.777778,9.222222,6.333333,1.222222,0.002222,0.143333,396.777778,0
2229.333333,19.833333,16,18.166667,2,0.006667,0.136667,1026.833333,0
1199.5,12.5,10,15.5,2.5,0,0.185,774.5,0
10260.833333,24,21.5,12,1.166667,0.006667,0.168333,937.5,0
61437.888889,22.333333,18.777778,26,3.888889,0.008889,0.241111,1578.444444,0
2386.5,17,16.5,51,9.5,0.005,0.185,1631,0
