Duracao,Qntd_Linhas,Qntd_Linhas_Filtrado,Testes,Submissoes,PP_Paste,PP_Delete,Linhas_Log,Nota
2065,15,11,10,0.5,0.005,0.31,840.5,0
103794.4,29.5,16.4,11.7,3.6,0.02,0.25,609.5,0
3437,19,11,27,10.5,0,0.24,1229.5,0
3057.5,20.5,13.5,19.5,1.5,0.005,0.295,1208,0
96598.5,5.375,2.375,9,2.75,0.00125,0.5475,569.75,1.66667
190,9,8,1,0,0,0.28,144,0
107622.4,8,8,26.2,3.2,0.002,0.168,1928.6,0
2607.5,10,10,42,9.5,0,0.275,1289,0
116125.777778,15.444444,13.888889,52.666667,9.111111,0.011111,0.237778,2469.444444,7.77778
2415.5,15.5,15.5,46.5,9.5,0.015,0.18,2385.5,0
1066.5,4.5,4.5,16,1,0.005,0.09,251,1.25
1366.5,7,7,10.5,1.5,0.005,0.245,724.5,0
2117,8,8,37,4,0,0.24,1977,0
2532.5,20,19.5,17,0.5,0.01,0.33,1647.5,0
2936,15,15,58,7,0,0.23,2155,0
1866,5.5,5.5,52,8,0.01,0.27,1313,0
30576.571429,2.5,2.071429,3.214286,2.357143,0.011429,0.195,126.5,0
101031.166667,5.666667,5.333333,26.666667,6.166667,0.001667,0.188333,608.333333,5.71429
79645.166667,10.75,6.5,10.75,3.333333,0.001667,0.190833,482.583333,0
2730,6.5,6.5,47,6,0,0.175,911.5,0
2634.5,13,12,35,6,0.005,0.15,1082.5,0
82150.666667,31.777778,26.444444,26.444444,5.888889,0.007778,0.183333,1362.444444,0
3243.5,13.5,12.5,42,5.5,0,0.18,1618,0
247312.833333,11.916667,9.75,31.916667,3.416667,0.009167,0.204167,667.916667,0
302949.090909,14.272727,11.181818,8.636364,1.454545,0.000909,0.16,478.636364,0
1616,13.5,9,11,0.5,0,0.2,887.5,0
900.75,11.5,10,5.75,2,0,0.135,340.5,0
2621,20,13.5,25,1,0.005,0.195,1021.5,0
107399,19.125,12,5.75,0.875,0.00375,0.28625,340.625,0
1307.5,21.5,13.5,23.5,1.5,0,0.345,910,0
244.785714,2.642857,2.071429,3,1,0.002857,0.168571,81.357143,0
2333.428571,7.142857,6.571429,11.714286,4.714286,0.001429,0.154286,481.857143,0
1760.666667,11.333333,6.916667,9.833333,3.333333,0,0.219167,514.25,0
1973,8,6.5,7.5,2,0,0.2,656,0
1927,11,10,7.5,2.5,0,0.16,767.5,0
1388.333333,7.666667,7,2,0.333333,0,0.136667,653,0
1776,10.5,10.5,22.5,4,0,0.175,526.5,0
1244,9,8,7,0,0,0.25,408,0
1963.5,11,9,2.5,0,0,0.355,621.5,0
1534,15,13.5,32.5,5.5,0,0.14,798.5,0
1906.5,12.5,12.5,7,1.5,0,0.19,501,0
174.785714,2.5,2.071429,2.642857,2.571429,0.001429,0.189286,117.642857,0
22047.75,13.25,7,7.25,1.625,0.0025,0.215,505,6.66667
2245.5,6.5,6.5,9.5,0.5,0,0.145,430,0
1422.2,10,6.4,11.6,3.8,0,0.216,440.6,5.55556
1573,7,6,7,0,0.01,0.36,764,0
87538,20.5,12.5,7,0,0,0.165,572,0
94476.333333,12.666667,9.888889,6.555556,3,0,0.197778,239.444444,7.5
155.428571,2.785714,2.357143,3,6.214286,0.002857,0.197857,109.5,0
257503.166667,12.833333,12.166667,45,11.333333,0.028333,0.116667,863.833333,0
822.5,10.5,10,14,2,0,0.095,517,0
1558.5,8.5,8,20,2.5,0.005,0.11,476.5,0
180300.1,12.3,10.7,15.7,2.4,0.008,0.386,458.8,0
4157.5,29,24,12.5,5,0.015,0.255,778.5,0
2253.5,14,12.5,15,2,0.01,0.17,398.5,0
2311,15,12.5,23.5,1,0.01,0.185,1006.5,0
206016.642857,2.285714,1.928571,7.428571,1.285714,0.020714,0.178571,184.214286,0
328245.714286,13.571429,8.142857,33.428571,2.857143,0.001429,0.177143,1408.285714,0
109870.166667,13.166667,6.25,9.833333,2.416667,0.000833,0.235833,509.333333,0
553.5,11,6.5,7.5,1,0,0.19,576.5,0
152984.5,15.833333,12.166667,33.166667,5.5,0,0.25,1470.666667,0
277731.666667,17,9.111111,18.777778,2.888889,0.001111,0.262222,1195.444444,8.88889
151993.75,17.5,11.5,6.25,3.25,0.005,0.2,1080.25,3.33333
2784,17.5,10,34.5,9.5,0,0.3,1382.5,0
2179,23.5,17,28.5,5,0,0.24,2487,0
203120.6,11.9,9.1,10.8,2.8,0,0.28,450.6,8.33333
2219,14,9,24,5.5,0,0.27,716,0
3309.5,11.25,6.75,9,1.5,0.0025,0.24,468.25,1.81818
1674,16,12.5,10.5,0,0.005,0.205,865.5,0
212,32,20,2,0,0,0.19,105,0
110843.5,4.571429,2.071429,17,4.857143,0.004286,0.260714,372.714286,0
214127.833333,11.5,6.25,42.333333,9.916667,0.02,0.266667,1168.166667,6.66667
133259.222222,15.444444,8.333333,49.777778,10.666667,0.006667,0.233333,1123.444444,7.77778
2602,13.5,7.5,48.5,4,0.005,0.225,2017.5,0
114127,12.363636,9.545455,27.818182,3.545455,0.001818,0.270909,631.909091,9.16667
720,9.5,5.5,8.5,1.5,0,0.26,454.5,0
131434.571429,9.428571,4.714286,8.428571,0.428571,0,0.21,523.857143,2.72727
1415.5,15.5,13,22,2.5,0,0.245,1320.5,0
1450.5,7,5,32.5,4.5,0,0.34,704.5,0
252,6,4,3.5,0,0,0.305,223,0
2430.5,19,14.5,21,1,0,0.29,1285.5,0
24825.214286,3.642857,2.928571,2.142857,1.142857,0.027143,0.22,68,0
1321,6,6,22,2.5,0.005,0.205,623.5,1.42857
78669.3,10.5,6,7.7,1.6,0.008,0.261,402,7.5
2471.5,7,7,39,5.5,0,0.265,794,0
1944,12.6,7.6,25,4.2,0.006,0.218,469.6,5.55556
2767.5,10,9.5,7,0.5,0,0.19,676.5,0
2754,11.5,10,9.5,0.5,0,0.095,1243,0
2220,13.5,11,12.5,1,0.005,0.16,909,0
946.2,11.1,9.3,3.2,5.5,0.008,0.096,424.5,0
5109.818182,2.909091,2.181818,5.545455,4.818182,0.001818,0.202727,200.909091,7.14286
1146.5,7.25,5.5,8,1,0.0025,0.2175,425.25,4.28571
50168.916667,12.666667,6.833333,7.833333,3.583333,0.001667,0.295,562,0
2327.5,11.5,4.5,0.5,0.5,0,0.44,716,0
450,7,6,0,0,0.01,0.09,373,0
94000.714286,15.285714,8.714286,19.714286,6.428571,0,0.342857,938.857143,5.55556
1496.5,11,8.5,3,0.5,0,0.385,808,0
102,1,1,0,0,0,0,10,0
2447.666667,9.333333,5,11.666667,1.333333,0,0.333333,332.666667,1.81818
25636.714286,2.642857,2.142857,4.928571,2.428571,0.006429,0.144286,144.214286,0
286624.714286,11.285714,6.428571,53.285714,10.285714,0.01,0.174286,837.714286,0
198514.583333,15.5,6.583333,33,4,0.008333,0.219167,905.75,0
1692.5,12,7.5,22.5,2,0.01,0.155,531.5,0
55740.111111,16.111111,8,36.444444,5.111111,0.008889,0.142222,882.444444,0
1571,11.5,8,31.5,9,0.005,0.215,554,0
151191.555556,36.444444,30.222222,36.111111,8,0.007778,0.193333,926.555556,0
171449.083333,13.916667,9.666667,50.166667,3.75,0.009167,0.195833,752.75,0
80355.333333,12,11.333333,13.833333,2.333333,0.016667,0.17,288,6.25
2093,14,8.5,31,4.5,0.01,0.185,574.5,0
68342.25,12,9.25,9.25,0.25,0.015,0.1225,262.5,0
701.5,10.5,6.5,13,5,0.005,0.15,392.5,0
142017,14,10.6,24.4,2.4,0.01,0.17,621,0
234637.2,16.7,10.5,22,1.6,0.007,0.195,580.2,0
2417.5,19.5,13.5,33,1,0.005,0.265,949,0
1059,12,8.333333,3.666667,4,0.016667,0.146667,253.666667,3.33333
2990.5,22,13,16,1,0.01,0.21,934,0
112417.714286,4,3.428571,2.642857,3.357143,0.046429,0.318571,195.285714,0
969,12.5,5.5,2.5,1,0.01,0.21,204,0.833333
171.785714,3,2.642857,2.785714,1.357143,0.019286,0.188571,64,0
253412.666667,13.75,5.75,15,3.5,0.005,0.224167,470.583333,0
145529.285714,8,6.285714,15.571429,2.571429,0.001429,0.232857,430.142857,0
651,9,6.5,7,1,0,0.19,381.5,0
3213.666667,14.888889,8.222222,16,8.777778,0.01,0.246667,574,0
1219.5,14.5,10,12.5,2,0.005,0.305,648.5,0
815,17,15,14,2,0.01,0.235,700,0
2973,14,8,24.5,1,0.005,0.275,983,0
1260.363636,14.727273,12.272727,11.727273,1.727273,0.049091,0.120909,186.181818,0
1539,11,7,24.5,1.5,0,0.24,1105,0
76,2,1,0,0,0,0.29,68,0
2308.5,11.5,10.5,19,0,0,0.26,995,0
2759,21,19,26.5,0.5,0.005,0.285,1451.5,0
12200.142857,2.857143,2.428571,4.357143,2.285714,0.008571,0.172143,143.428571,0
26069.416667,9,6.083333,9.666667,2.416667,0,0.238333,517.916667,0
772.857143,7.857143,6.285714,18.571429,3.142857,0,0.192857,671.285714,0
705.5,11,6,9.5,1.5,0,0.15,505.5,0
115030.222222,11.333333,8.888889,21.777778,6.888889,0.001111,0.188889,764.444444,0
784,16.5,11.5,9,1.5,0,0.15,608.5,0
18954.666667,24.222222,19.777778,44.555556,8.333333,0.023333,0.158889,1526.888889,0
1564.5,16,14.5,14,2,0,0.165,983.5,0
7873.166667,11.666667,9.416667,14.833333,2.166667,0.001667,0.211667,522,0
3149,11.5,7.5,16,0,0,0.195,737,0
1309.5,25.5,23.5,14,2,0,0.16,907,0
1047.8,11.8,10.2,10.8,1.8,0,0.182,731.6,0
1307,14.5,10,16.5,2,0,0.225,775,3.35
125266.6,28,18.3,39,2.6,0.001,0.231,1416.6,0
755.666667,13.666667,10.333333,6.333333,1.333333,0,0.133333,436,0
1207,17.5,14.5,10.5,1,0,0.245,971,0
130424.714286,3,2.571429,2.428571,1.071429,0,0.182857,75.928571,0
37127.833333,11.75,6.083333,12.416667,3.416667,0.0025,0.231667,391.916667,0
3207,13,7,17,0,0,0.24,1251,0
105661.75,13.375,8,17.75,3.875,0.02125,0.2275,572,5.55556
153272.214286,3.071429,2.5,2.928571,1.857143,0,0.111429,90.571429,0
29101.75,13.083333,6,6.5,1.333333,0.003333,0.1725,244.666667,0
1720.5,10.5,6.5,7.5,0,0,0.23,689.5,0
142162.444444,14.888889,8.777778,7,2,0.004444,0.091111,313.666667,0
43492.571429,2.785714,2.428571,5.285714,1.642857,0.002857,0.220714,188.5,0
194170.166667,13.083333,6.083333,14.416667,2.916667,0,0.278333,639.166667,0
37641.857143,7.714286,6.857143,5.714286,1,0.001429,0.168571,364.857143,0
2110,7,6.5,17,1,0,0.37,1032,0
21769.166667,14.083333,9.083333,8.166667,1,0,0.2425,519.833333,0
1726,12,9,23,5,0,0.27,676,1.25
2773,12.5,8.5,19,1,0,0.35,1007.5,0
144726,14.666667,10,4.666667,0.666667,0,0.223333,552.666667,1.81818
2166,16,11,30,1,0,0.34,2210,0
303,27,11,0,0,0,0.45,91,0
18762.222222,2.111111,2.111111,2.444444,0.888889,0.008889,0.214444,72.333333,0
76082.375,13.625,5.125,5.125,1.625,0.00875,0.1725,272.125,0
1082.571429,7,7,5.428571,1,0.047143,0.158571,421.142857,0
1366,9.5,7,4,1,0.035,0.115,284,0
594.5,12,9.5,5.5,1.5,0.005,0.12,375,0
476,18,16.5,28,8.5,0.015,0.35,442.5,0
51896.666667,12.25,6.166667,8.666667,1.75,0.004167,0.255,453.5,0
4411.5,7,7,8.5,1,0.01,0.185,641.5,0
243442.888889,14.333333,8.666667,16,2.111111,0.002222,0.191111,730.888889,7.77778
281936,10.5,10,8.5,2,0.05,0.25,243.5,1.66667
1657,11.5,9,14,1.5,0.005,0.175,567.5,0
69737.777778,24.333333,19.555556,18.888889,3.555556,0.02,0.181111,1107.777778,0
1754.5,18.5,17,18.5,4,0.005,0.21,1209,0
2,1,0,0,0,0,0,4,0
3216,10.5,9,28.5,1.5,0.005,0.285,743.5,0
47456.818182,15.454545,13.181818,8.272727,1.454545,0.013636,0.101818,646.090909,0
1918.5,10,7,3.5,1,0,0.165,419.5,0
315727.8,14,12,18.2,2.2,0.004,0.198,959,0
1614,17.5,15.5,10,1,0,0.195,1231.5,0
173862.4,26.6,16.7,5.8,1.3,0.013,0.149,474.8,0
4214.5,17.5,14,5.5,0.5,0,0.205,984,0
4832,16.5,15.5,17,1,0,0.175,1010,0
8785.071429,3.071429,2.642857,5.142857,2.428571,0.004286,0.201429,102.714286,0
108393.25,15,5,7.25,0.75,0,0.13,411.25,1.66667
217262,6.5,4.5,23,2,0,0.14,963,1.42857
1026.5,8,6,32,6,0,0.165,571.5,0
68285.222222,16.222222,8.777778,20.666667,4.666667,0.001111,0.2,787.666667,0
14327.5,14,11.333333,32.5,9,0.048333,0.131667,1095.333333,6.66667
1830.5,13.5,11,17.5,2,0,0.085,794.5,0
1476.5,15.5,11,11.5,1,0,0.19,972,1.66667
21182.666667,22.222222,16.111111,34.777778,8.444444,0.002222,0.203333,1171.666667,7.77778
77449.083333,12.5,9.25,32.083333,5.416667,0.015,0.204167,820.416667,0
1261,11.5,11,25.5,1.5,0,0.165,1265,0
976.5,10.5,7.5,13,2,0,0.205,640.5,0
22163.5,17.5,11.25,16,1.75,0,0.255,649,3.67
1369,14.5,13,20.5,0,0,0.195,1095.5,0
109920.222222,21,16.111111,6.777778,1.444444,0.02,0.171111,429.555556,0
28,4,2,0,0,0,0.23,86,0
2465.5,10,7,21.5,0.5,0,0.23,1539.5,0
14777.928571,2.571429,2.571429,5.428571,1.285714,0.022143,0.153571,126.357143,0
17261.083333,11.083333,6.666667,10.083333,2.25,0,0.17,477.416667,0
133220.142857,6.714286,6.714286,18.142857,2,0.004286,0.141429,583.857143,0
564.5,6.5,6.5,9,1,0.005,0.135,580.5,0
75468.222222,13.333333,9.222222,14.333333,2.888889,0.005556,0.173333,587.333333,0
42457.5,12.666667,11.833333,10.666667,2.166667,0.016667,0.195,532.333333,0
654,12.5,11.5,4,1,0,0.085,401.5,0
17574.333333,19,16.166667,9.166667,1.333333,0.008333,0.138333,1199.666667,0
256550.666667,25.555556,20.555556,19.888889,4.666667,0.008889,0.162222,1660.111111,0
1374.5,16,14.5,20.5,5.5,0.015,0.185,1376,0
832.166667,13.583333,9.5,14.25,1.25,0.004167,0.239167,550.916667,0
366.5,12,9.5,11,1,0.005,0.09,290,0
1683,30,23.5,12.5,1,0.005,0.125,1196,0
288162.6,19.1,14.2,16.9,1.2,0.005,0.231,797.2,0
35127.2,16.4,12.2,13.2,1.4,0.004,0.128,906.6,0
413,24.5,19.5,4,1,0.01,0.105,482,0
660,12.333333,8.333333,8,2.666667,0,0.186667,538,0
2048,21,16,18.5,1.5,0.005,0.24,1368,0
147.785714,3,2.571429,2.357143,1.071429,0,0.081429,57.285714,0
71624.583333,15.25,6.333333,5.75,2,0,0.140833,500.666667,0
281,7.5,5,2,0.5,0,0.185,256,1.42857
381,10.5,6,3.5,1,0,0.075,345.5,0
1571,16.444444,9,9.666667,2,0.001111,0.192222,807.555556,0
113414,16.333333,12,19.333333,2.666667,0.035,0.176667,1179.833333,0
794,17.5,12,7.5,1,0,0.115,792,0
197584.333333,23.555556,18.444444,13.555556,4.111111,0,0.114444,1627.222222,0
63284.75,11.5,9.25,24.916667,2.916667,0,0.246667,1217,0
733,9,8.5,9,1,0,0.17,1031.5,0
112684.818182,15,13.090909,17.818182,1.272727,0.006364,0.14,1211.363636,0
1104.5,14,13.5,14,1,0,0.175,1238,0
126124,11.3,10.5,12.4,1.1,0,0.199,1330.3,0
786.5,15,14.5,9.5,1.5,0,0.225,815.5,0
134277,27.3,21.3,19.5,1.3,0.001,0.22,1676.4,0
106155.666667,10,10,4.333333,1,0,0.17,477,0
1455,14.5,13.5,27,1.5,0,0.17,1564.5,0
1224.928571,2.857143,2.428571,6.428571,2.071429,0,0.199286,147.571429,0
144430.083333,12.75,6,16.75,5.166667,0.0025,0.205,512.166667,0
142682,7.833333,5.666667,8.166667,1,0.003333,0.15,309.833333,1.42857
1193.5,9.5,6.5,18.5,8,0,0.175,588,0
242137.111111,15.666667,8.666667,21.111111,5.555556,0.005556,0.214444,591.111111,0
20340,9.5,8.75,8.25,2.75,0.0025,0.205,262,3.33333
639,14.5,11.5,7,2.5,0,0.14,484,0
53290.5,18.25,11.5,20.25,5,0.0025,0.1875,844.25,2.22222
2654,19,14.5,34,6.5,0.005,0.255,1326,0
297.5,20.5,9,2,0,0,0.545,98,0
23,2,1,0,0,0,0.11,36,0
332,27,11,0,0,0,0.1,21,0
15156.071429,2.928571,2.5,8.071429,2.714286,0.000714,0.197143,156.5,0
70406.428571,3,2.571429,8.071429,4.214286,0.002857,0.252143,229.714286,0
1127,17,6,11,1,0,0.45,551,0
1460,4,4,14.5,4.5,0,0.16,994.5,0
2312.5,11,11,15.5,0,0,0.39,1303.5,0
62273.428571,2.928571,2.571429,8.214286,3.571429,0.001429,0.16,149.857143,0
926.5,2,1.5,0,0,0,0.415,195.5,0
594.5,3.285714,2.571429,3.571429,1.285714,0,0.118571,86.642857,0
957,17,6,10,1,0,0.07,166,0.833333
1752,6,5,11,0,0,0.35,761,0
593,6,6,4,0,0,0.27,523,0
2356,26,15,12,1,0,0.41,580,0
1789,16,13,2.5,0.5,0,0.305,824.5,0
1098.714286,2.928571,2.5,4.142857,1.357143,0,0.185714,147.928571,0
13892.714286,2.928571,2.428571,3.857143,1.285714,0.001429,0.159286,140.642857,0
68341.416667,7.416667,5.5,12,2.5,0.000833,0.3175,453.25,9.16667
41,1,1,0,0,0,0,6,0
493,6.5,6.5,4,1,0.005,0.085,211,0
116989.333333,10,8.888889,21.888889,4.444444,0.006667,0.173333,643.222222,0
1665,13,12,11,1.5,0.005,0.18,569.5,0
170191.111111,22.666667,18.777778,16.555556,4.555556,0.048889,0.146667,594.777778,0
1878.5,16,14.5,21.5,5,0.01,0.16,727.5,0
130604.666667,12.666667,10,16.25,1.416667,0.013333,0.223333,454.75,0
77129.7,13.5,11.9,10.2,1.1,0.005,0.23,561.4,0
158624.4,15,12,16.4,1.8,0.002,0.208,1058,0
900.5,14.5,12.5,11,1,0.01,0.17,631.5,0
187042.333333,23.444444,20,17.222222,3.222222,0.005556,0.242222,836,0
1166.333333,12.666667,10,3.666667,2.666667,0.003333,0.2,366.666667,0
1381,16,15,12.5,3.5,0,0.165,635,0
997,15,13,16,3,0.005,0.205,704.5,0
74160.111111,2,1.888889,17,5.666667,0.018889,0.202222,201.555556,0
249188.642857,2.571429,2.142857,7.642857,2.857143,0.001429,0.313571,196.571429,0
2217.571429,16.285714,6.714286,6,1.857143,0.002857,0.364286,390.142857,0
2809.5,8,6,19,1,0,0.38,1015.5,0
172118.444444,15.111111,8.444444,28.444444,4.555556,0.001111,0.283333,787.666667,6.66667
1250.5,15,10.5,27.5,2.5,0,0.29,843.5,0
151268.444444,24.222222,19.444444,25.222222,4.222222,0.042222,0.116667,550.777778,0
1060,18.5,15,15,2,0,0.225,875,0
108287.25,15,7.5,15.25,4.25,0.0025,0.3,591.5,1.66667
2220.5,7,6,18.5,0,0,0.32,866,0
1564.5,13.5,7,35,2,0.01,0.3,1447.5,0
3002.5,20.5,17,16.5,0,0,0.185,747,0
3406.5,15.5,9.5,16,2.5,0,0.23,870,1.65
2159,13,11,12,2,0.01,0.43,1214,0
345791,3.071429,2.571429,14.142857,1.642857,0.001429,0.206429,263.714286,0
946.5,9.5,7,12,1,0,0.17,536,0
77674.444444,12.333333,8.111111,19.444444,4.111111,0.002222,0.323333,754.222222,0
2250.5,13.5,11,12,0,0,0.265,1008,0
3476.75,17.25,15,54.25,11.75,0.005,0.255,2109.25,3.33333
2989.5,15,12.5,31.5,4,0,0.275,1770,0
137800.6,11.2,6.4,17,2.6,0,0.262,405.8,1.66667
1384.5,5.5,5,14,0,0,0.16,825,0
2218,10,9,23,2.5,0.005,0.235,979,0
2763,18,17,56,2,0,0.29,1804,0
3090,12,11.5,23,1.5,0,0.26,1329.5,0
2550,12.5,12.5,28.5,3,0,0.25,2313,0
337.928571,3,2.571429,4.428571,1.357143,0.001429,0.198571,147.5,0
44000.5,17.416667,6.416667,9.083333,1.5,0,0.22,550.5,0
328604.2,14.6,6.8,17,2.8,0.004,0.144,667.8,5.71429
834,20.5,8,7.5,1,0,0.11,775.5,0
58221,19.777778,8.333333,15.777778,3,0.001111,0.207778,818.888889,0
31986.5,14.5,9,11.833333,4.666667,0.001667,0.225,790,8.33333
1567.5,22.5,14,20.5,3,0,0.185,997.5,0
2469.166667,19.166667,13,17.666667,3,0.006667,0.18,735.666667,5.55556
785.5,16,14.5,5.5,1,0,0.185,707,0
73359.363636,14.181818,9.272727,23.090909,1.545455,0,0.249091,995.727273,8.33333
885.666667,9,6.333333,1.333333,0,0,0.23,271,0
1406.5,10.5,8,16.5,0.5,0,0.255,943,0
216434.25,17.25,14,10.5,2,0,0.18,754.5,2.72727
1487.5,16,13,14,1,0,0.185,1229,0
752,13.5,7.5,8,0.75,0,0.255,478.75,0
333.5,11,8.5,2.5,0.5,0,0.04,291.5,0
2265.5,24,18.5,10,0.5,0,0.2,1082.5,0
774.571429,2.785714,2.285714,7,2.785714,0.024286,0.124286,103.857143,0
1888.857143,14.142857,6.142857,10.857143,2.714286,0.002857,0.191429,471.571429,0
215616.5,4,3,47,10,0,0.245,358,1.42857
7524.785714,2.928571,2.5,2.714286,1.357143,0.02,0.27,117.357143,0
14818.083333,13.583333,6.166667,7.333333,1.666667,0.01,0.221667,480.416667,0
697.142857,11.142857,7.285714,8.571429,1.428571,0.007143,0.198571,550,0
879,9.5,7,13,1.5,0.01,0.175,692,0
109937.555556,16.444444,8.555556,16.111111,2,0.012222,0.205556,657.666667,0
29151.333333,16,11,8.333333,1.166667,0.046667,0.163333,695,0
1244.5,21.5,11.5,11.5,1.5,0,0.33,999.5,0
2511,4,2,0,0,0.01,0.08,78,0
58524.111111,33.555556,27.555556,10.444444,2.777778,0.011111,0.203333,895.444444,0
1626.5,16.5,14.5,24.5,3.5,0.01,0.23,1190,0
8864.666667,13.166667,9.166667,20.833333,1.666667,0.0075,0.248333,608.25,0
69595.5,12.75,11,53.5,3.125,0.0075,0.2325,1571.375,0
1508,11.5,9.5,30,4.5,0,0.2,839,0
1628,14,11,10,1,0,0.21,1714,0
209594.8,16.6,12,13.8,3,0,0.238,1183,0
2251,14.5,11.5,11,1,0,0.27,1437.5,0
6584.75,20,12.125,14.625,2.625,0.01375,0.24,540.375,5.67
1290,3,3,2.692308,1.076923,0.026154,0.205385,148.230769,8.57143
861,16.666667,6.333333,3.25,1.083333,0.005833,0.156667,358.25,0
24791,15,7.714286,13.428571,2,0.004286,0.161429,647,0
992.5,15.5,8.5,6.5,1,0.005,0.165,611.5,0
30780.111111,19.111111,10.222222,13.888889,3.888889,0.003333,0.171111,707.444444,0
29578.166667,17.666667,11.666667,7,1.333333,0.043333,0.09,506,0
1361,15.5,10.5,13.5,4,0.005,0.165,622.5,0
2247.833333,20.5,15,5.5,1.166667,0.011667,0.091667,572.5,0
145234.777778,35.777778,27.888889,15.444444,4.444444,0.011111,0.172222,1235.666667,0
1115.5,20,14.5,15,2.5,0,0.125,1283,0
2415,14.5,9.166667,9,1,0.0025,0.188333,466.166667,0
41611.625,14.25,11,17.125,1.375,0.0275,0.14875,666.125,0
2084.5,11,7.5,15.5,1,0,0.16,452.5,0
72605.7,21.6,16,19.1,1.6,0.006,0.208,995.3,0
256556.2,18.4,14.6,43.2,8.8,0.004,0.154,1372.2,0
692.5,23,15.5,5,1,0.005,0.12,662,0
263220,31.1,20.5,24.2,1.6,0.004,0.144,1498.2,0
1976.5,25.5,17,10,2.5,0,0.11,1162.5,0
1653.5,23.5,18.5,11,1.5,0.015,0.14,882.5,0
29072.285714,2.857143,2.428571,6.571429,2.285714,0,0.186429,230.071429,8.57143
120997,15.4,7.2,9,0.8,0.002,0.294,615,1.66667
2294,7,6.5,24,2,0,0.32,1554,0
740,8,3,6,0,0.005,0.395,166,0
45370.5,2.928571,2.571429,8.928571,3.071429,0,0.225714,199.785714,0
182.5,9.5,4,2,0,0,0.055,86.5,0
770,8.5,3,4,0,0,0.495,170.5,0
68,2,2,0,0,0,0,33,0
246515.357143,3.714286,3.285714,5.071429,2.428571,0.005,0.313571,166.428571,0
268402.916667,9.083333,6,15.5,7.75,0.000833,0.275,883.416667,0
20934.857143,5.857143,5.714286,11,3.857143,0.002857,0.214286,415.285714,0
827.5,6,6,9,1.5,0,0.175,289.5,0
111788.111111,9,8.111111,22.555556,8.555556,0.001111,0.291111,1096,0
735.5,7.5,7.5,9.5,4.5,0,0.165,401,0
680,17,17,22,5,0.01,0.15,621,0
160168.666667,19.888889,17.888889,29.888889,9.222222,0.002222,0.208889,1004.666667,8.88889
1425.5,8.5,8,5.5,2,0,0.305,845,0
1553.5,15.5,11,14,0,0.005,0.25,286,0
603.5,14.5,13.5,2.5,0.5,0.035,0.395,93,0
149.357143,3.571429,3.071429,2.285714,1.285714,0.029286,0.240714,68.142857,0
19334,8,6,3,0,0,0.25,378,0
34951,10.75,6,8.583333,1.666667,0.001667,0.275,756.75,0
1576.5,17,11,13,3,0,0.155,610.5,0
7517.5,26,21.5,51,4,0.005,0.175,1770,0
2182,11,8,17.5,2.5,0.005,0.21,752.5,0
97054.166667,12.166667,7.333333,6.833333,1.333333,0.003333,0.11,167.833333,4.54545
197301.214286,3.285714,2.785714,2.857143,1.214286,0.031429,0.156429,63.428571,0
87626.285714,11.428571,7.285714,14.142857,1.285714,0.01,0.19,448.142857,0
1042.5,7,6.5,10.5,1.5,0.02,0.185,437,0
20120.333333,15.111111,9.111111,9.111111,2,0.007778,0.166667,425.888889,0
302196.666667,15.833333,11.333333,15.333333,4.666667,0.023333,0.116667,540,0
2005,10.5,9,15.5,4.5,0.02,0.17,583.5,0
975.5,15.5,13.5,16,4,0.02,0.13,625.5,0
2284.5,12.5,8,20.5,0.5,0,0.215,777,0
142115.090909,16,12.636364,11.545455,2.363636,0.004545,0.121818,638.272727,0
1398,19.5,17.5,16.5,1,0.005,0.24,1254,0
4205.666667,15.333333,11.666667,35.666667,4,0,0.256667,1114,0
113949.625,15,11.625,8.875,1.625,0.045,0.135,356.25,0
2152.333333,18.666667,13.333333,32.333333,7.666667,0.003333,0.243333,867.333333,0
53690.928571,2.428571,2,6.642857,3.071429,0.004286,0.176429,158.142857,0
2611.5,5,5,12.5,0.5,0,0.28,1149,0
106913.555556,13.222222,8.666667,16.222222,2.777778,0,0.197778,833.222222,0
2260.5,10,9.5,32.5,6,0,0.19,1086,0
1090.571429,16.285714,11.714286,6.142857,1.857143,0.005714,0.111429,399.428571,5.55556
2451.5,18.5,16,25.5,5,0.005,0.21,1045.5,0
219715.818182,11.636364,9.090909,13.636364,2.545455,0.001818,0.286364,518.545455,0
1459.5,9.5,8,31,5,0.005,0.195,606,0
94829.363636,15.545455,12.727273,15.909091,3.545455,0.005455,0.162727,677.181818,0
2103,18,17,23,2.5,0.005,0.19,1115.5,0
42305.1,13,9.2,11.2,1.4,0.043,0.25,333.7,0
4082,18,13.666667,43.333333,2,0.01,0.283333,1564.666667,0
87445.4,15.6,11.2,10.6,2.2,0.004,0.356,781.6,0
4006,16,12.333333,59.333333,6.333333,0,0.266667,1776.333333,6.66667
172489.785714,3.214286,2.642857,9.642857,6.214286,0.001429,0.222857,218.5,0
26058.142857,7.714286,6.142857,11.142857,2,0.004286,0.202857,364.285714,0
37542,12.666667,6.083333,18.083333,5.083333,0.004167,0.245,466.5,0
2855.5,8.5,6,28,1,0.005,0.355,1271.5,0
302097,10,9.25,17.25,4.5,0.0075,0.2425,754,0
2813.5,12.5,8.5,25.5,0,0,0.225,1569,0
2835,12.5,12,51,6.5,0.005,0.19,911.5,0
140100.181818,11.909091,9.272727,14.090909,3,0.002727,0.195455,383.727273,0
