Aluno,Lab,Duracao,Qntd_Linhas,Qntd_Linhas_Filtrado,Testes,Submissoes,PP_Paste,PP_Delete,Linhas_Log,Nota
1236,103,45787.42857142857,14.714285714285714,11.857142857142858,20.714285714285715,4.0,0.002857142857142857,0.19714285714285715,518.7142857142857,0.0
1236,131,2248.5,13.4,11.7,13.5,3.1,0.003,0.354,575.1,0.0
1236,163,188.0,3.5,2.0,2.0,0.5,0.0,0.45,182.5,0.0
1236,180,73946.0,16.5,12.666666666666666,6.833333333333333,1.5,0.0,0.22499999999999998,716.1666666666666,0.0
1236,205,1609.0,18.0,16.0,4.0,0.0,0.0,0.56,1309.0,0.0
1237,27,614.3333333333334,2.3333333333333335,2.3333333333333335,2.0,2.0,0.013333333333333334,0.18666666666666668,299.0,0.0
1237,42,87366.8,13.1,6.7,1.6,1.9,0.006,0.134,381.7,0.0
1237,48,2329.5,13.5,4.0,0.0,0.5,0.005,0.305,721.5,0.0
1237,74,304.5,3.5,3.0,6.5,1.5,0.0,0.075,141.5,0.0
1237,94,2572.5,9.0,5.5,21.5,0.5,0.005,0.22000000000000003,965.5,0.0
1237,103,116869.33333333333,38.888888888888886,33.333333333333336,9.777777777777779,2.111111111111111,0.11777777777777779,0.2222222222222222,179.33333333333334,0.0
1237,122,1605.0,20.0,17.0,6.0,0.5,0.0,0.2,1200.0,0.0
1237,131,12547.0,14.545454545454545,10.818181818181818,3.0,1.0909090909090908,0.18181818181818182,0.0,11.454545454545455,0.0
1237,148,1778.0,21.5,14.5,14.0,2.0,0.045,0.09,411.5,0.0
1237,163,148.63636363636363,22.545454545454547,13.636363636363637,3.0,1.0909090909090908,0.16636363636363635,0.03727272727272727,16.727272727272727,0.0
1237,174,2588.5,21.0,18.5,23.5,7.5,0.0,0.2,913.0,0.0
1237,197,4103.5,17.0,13.5,79.0,26.0,0.0,0.22499999999999998,1286.0,0.0
1237,205,8533.2,31.4,21.9,2.8,2.0,0.09100000000000001,0.023,118.6,0.0
1237,216,5007.5,18.0,15.5,13.5,3.5,0.02,0.16499999999999998,1422.5,0.0
1238,27,93338.85714285714,9.428571428571429,3.4285714285714284,3.0,3.0,0.012857142857142857,0.3485714285714286,708.4285714285714,0.0
1238,42,199866.8,13.3,6.6,1.9,1.8,0.002,0.181,736.1,0.0
1238,48,908.5,17.5,5.0,1.5,1.5,0.0,0.15,628.0,0.0
1238,74,1038.4285714285713,17.285714285714285,8.428571428571429,4.714285714285714,2.5714285714285716,0.0,0.20428571428571426,707.1428571428571,0.0
1238,94,820705.5,16.5,9.0,12.0,2.0,0.0,0.21000000000000002,952.5,0.0
1238,103,79669.88888888889,44.111111111111114,36.333333333333336,17.444444444444443,2.888888888888889,0.04555555555555556,0.19333333333333336,877.4444444444445,0.0
1238,122,2852.5,38.0,31.0,12.0,1.5,0.0,0.245,2142.0,0.0
1238,131,198001.18181818182,21.454545454545453,10.818181818181818,9.636363636363637,1.3636363636363635,0.00818181818181818,0.3290909090909091,613.5454545454545,0.0
1238,148,451300.0,18.0,8.0,10.0,0.5,0.0,0.27,1332.0,0.0
1238,163,576620.8181818182,26.09090909090909,14.909090909090908,21.454545454545453,3.1818181818181817,0.0018181818181818182,0.24454545454545462,1423.1818181818182,0.0
1238,174,2940.0,26.0,14.5,31.5,3.0,0.0,0.18,1205.5,0.0
1238,180,424417.8,19.8,11.0,34.6,3.8,0.002,0.276,1776.2,0.0
1238,197,4260.5,22.5,12.0,24.0,0.5,0.0,0.19,2232.0,0.0
1238,205,954811.4,32.0,22.1,21.8,5.9,0.017000000000000005,0.13499999999999998,944.6,0.0
1238,216,5773.0,26.5,17.0,14.5,2.0,0.005,0.32,2466.5,0.0
1239,27,111355.71428571429,4.0,3.4285714285714284,1.2857142857142858,1.5714285714285714,0.008571428571428572,0.22714285714285715,171.28571428571428,0.0
1239,42,30831.3,9.8,6.7,1.4,2.6,0.005,0.11800000000000002,480.7,0.0
1239,48,1992.0,8.0,4.5,3.5,4.0,0.0,0.275,994.0,0.0
1239,74,260.85714285714283,9.285714285714286,8.714285714285714,4.142857142857143,1.2857142857142858,0.0,0.09428571428571429,299.57142857142856,0.0
1239,94,3232.0,9.0,8.0,78.0,4.0,0.0,0.25,2249.0,0.0
1239,103,4166.666666666667,36.333333333333336,35.44444444444444,3.4444444444444446,0.8888888888888888,0.14,0.0,16.333333333333332,0.0
1239,122,2116.0,21.5,12.0,19.5,0.0,0.0,0.185,1429.0,0.0
1239,131,473.09090909090907,12.363636363636363,10.909090909090908,6.7272727272727275,1.4545454545454546,0.0,0.10727272727272728,415.1818181818182,0.0
1239,148,3396.0,12.0,9.0,71.0,5.0,0.0,0.27,2325.0,0.0
1239,163,52991.181818181816,15.363636363636363,12.454545454545455,7.0,1.4545454545454546,0.06363636363636363,0.08727272727272728,280.90909090909093,0.0
1239,174,3136.0,16.0,7.0,30.0,4.0,0.0,0.28,1984.0,0.0
1239,180,27.5,16.1,11.4,4.0,1.0,0.192,0.0,10.0,0.0
1239,197,4745.0,19.0,13.5,44.0,7.0,0.0,0.24,2271.5,0.0
1239,205,99.5,27.1,21.9,3.4,1.3,0.15,0.003,12.7,0.0
1239,216,5021.0,30.0,23.0,37.5,12.0,0.005,0.16,1738.0,0.0
1240,27,187842.85714285713,4.142857142857143,4.142857142857143,1.4285714285714286,1.4285714285714286,0.027142857142857142,0.17142857142857146,138.0,0.0
1240,42,5514.6,9.1,7.6,1.7,2.1,0.002,0.15699999999999997,338.8,0.0
1240,48,2560.0,7.0,3.0,0.0,1.0,0.0,0.185,488.0,0.0
1240,74,326404.0,14.285714285714286,8.142857142857142,9.428571428571429,2.4285714285714284,0.0,0.2285714285714286,679.2857142857143,0.0
1240,94,1892.0,11.0,9.0,11.0,1.5,0.0,0.29,707.0,0.0
1240,103,173.66666666666666,3.5555555555555554,0.3333333333333333,0.0,0.0,0.06666666666666668,0.04111111111111111,45.0,0.0
1240,131,17418.363636363636,11.909090909090908,10.818181818181818,3.909090909090909,1.0909090909090908,0.05454545454545456,0.07,80.18181818181819,0.0
1240,141,51.72727272727273,8.0,7.7272727272727275,7.363636363636363,2.8181818181818183,0.046363636363636364,0.05090909090909091,46.81818181818182,0.0
1241,27,164599.7142857143,3.857142857142857,3.4285714285714284,0.8571428571428571,1.1428571428571428,0.004285714285714286,0.13,303.57142857142856,0.0
1241,42,49667.666666666664,10.777777777777779,6.333333333333333,1.0,0.8888888888888888,0.0022222222222222222,0.15555555555555556,446.44444444444446,0.0
1241,48,2639.0,7.0,5.0,0.5,3.0,0.0,0.14,712.0,0.0
1241,74,43970.333333333336,9.0,7.333333333333333,1.0,0.6666666666666666,0.0033333333333333335,0.24666666666666667,516.0,0.0
1241,103,9956.666666666666,25.77777777777778,19.555555555555557,16.444444444444443,4.555555555555555,0.0,0.07333333333333335,857.4444444444445,0.0
1241,122,3266.0,24.0,22.0,59.0,14.0,0.01,0.2,2522.0,0.0
1241,131,97941.36363636363,17.454545454545453,11.636363636363637,9.454545454545455,3.4545454545454546,0.00909090909090909,0.14090909090909093,427.90909090909093,0.0
1241,148,2566.0,14.0,9.0,15.0,1.0,0.0,0.16,833.0,0.0
1241,163,84.72727272727273,17.454545454545453,11.909090909090908,4.181818181818182,1.7272727272727273,0.17909090909090908,0.05454545454545454,18.363636363636363,0.0
1242,27,202006.0,6.0,4.5,1.0,1.0,0.0016666666666666668,0.17,548.5,0.0
1242,42,96395.6,7.9,6.6,3.7,4.1,0.001,0.22800000000000004,851.9,0.0
1242,48,3047.5,7.0,6.5,0.0,2.0,0.0,0.23,868.5,0.0
1242,74,5612.4,8.0,7.4,20.0,0.6,0.006,0.30000000000000004,572.6,0.0
1242,94,1948.0,8.5,7.5,37.0,1.0,0.0,0.19,1252.5,0.0
1242,103,62598.0,23.333333333333332,19.77777777777778,41.111111111111114,7.111111111111111,0.0011111111111111111,0.17444444444444446,1304.0,0.0
1242,122,1984.5,19.5,19.5,12.5,1.0,0.0,0.12000000000000001,1107.0,0.0
1242,131,1608.6363636363637,13.909090909090908,11.181818181818182,11.363636363636363,1.1818181818181819,0.0036363636363636364,0.17272727272727273,502.3636363636364,0.0
1242,163,394.0,20.0,15.0,5.5,1.0,0.045,0.125,123.5,0.0
1242,180,1273.3333333333333,14.166666666666666,10.666666666666666,19.166666666666668,2.1666666666666665,0.0,0.15,626.5,0.0
1243,27,335.0,3.857142857142857,3.4285714285714284,1.4285714285714286,1.4285714285714286,0.014285714285714287,0.10857142857142857,173.14285714285714,0.0
1243,42,16541.7,13.1,6.7,2.2,2.3,0.004,0.185,411.3,0.0
1243,48,217522.5,17.0,6.5,0.5,1.5,0.005,0.305,964.0,0.0
1243,74,77194.42857142857,12.0,8.142857142857142,15.571428571428571,5.285714285714286,0.0,0.19285714285714287,521.0,0.0
1243,94,1591.5,17.5,11.0,22.0,2.0,0.005,0.275,1109.0,0.0
1243,103,111348.33333333333,40.55555555555556,37.333333333333336,42.666666666666664,13.0,0.003333333333333333,0.23222222222222222,2644.222222222222,0.0
1243,122,1570.5,19.0,16.5,17.5,5.0,0.034999999999999996,0.145,869.0,0.0
1243,131,102147.0,15.090909090909092,10.454545454545455,27.181818181818183,3.0,0.0009090909090909091,0.2963636363636364,999.1818181818181,0.0
1243,148,2240.0,10.0,8.0,13.5,0.0,0.01,0.245,668.0,0.0
1243,163,395531.7272727273,21.272727272727273,14.454545454545455,20.181818181818183,5.090909090909091,0.005454545454545455,0.21636363636363634,753.0,0.0
1243,174,5403.5,25.5,21.0,90.0,23.5,0.005,0.22,1571.0,0.0
1243,180,345540.2,15.5,10.7,22.1,1.7,0.002,0.203,1078.0,0.0
1243,197,7878.5,19.5,12.0,23.0,2.0,0.0,0.23,1243.0,0.0
1243,205,358024.8,30.0,22.1,20.5,4.4,0.011,0.197,713.7,0.0
1243,216,1898.0,26.0,19.5,0.0,0.0,0.0,0.135,435.0,0.0
1244,27,361.0,4.142857142857143,3.4285714285714284,1.4285714285714286,2.142857142857143,0.032857142857142856,0.24000000000000002,114.0,0.0
1244,42,87770.9,13.3,6.7,1.8,6.8,0.007000000000000001,0.21400000000000002,596.7,0.0
1244,48,2651.5,12.5,5.5,1.5,2.0,0.005,0.235,763.5,0.0
1244,74,2054.0,14.428571428571429,8.571428571428571,6.285714285714286,1.8571428571428572,0.0071428571428571435,0.19,309.7142857142857,0.0
1244,94,2702.0,15.0,9.0,26.0,1.0,0.0,0.265,793.5,0.0
1244,103,176158.77777777778,42.22222222222222,36.77777777777778,9.444444444444445,3.5555555555555554,0.024444444444444446,0.13,574.2222222222222,0.0
1244,122,2929.5,18.0,13.5,26.5,3.0,0.015,0.29000000000000004,1121.5,0.0
1244,131,50233.545454545456,19.454545454545453,11.454545454545455,9.454545454545455,1.9090909090909092,0.029999999999999995,0.16272727272727275,326.0,0.0
1244,148,2995.0,12.0,7.0,7.5,0.0,0.005,0.36,760.0,0.0
1244,163,211252.0,21.818181818181817,12.636363636363637,8.0,1.6363636363636365,0.01,0.1981818181818182,744.7272727272727,0.0
1244,174,3465.0,23.0,18.0,75.0,19.0,0.0,0.27,1310.0,0.0
1244,180,60725.0,16.1,11.0,6.0,5.8,0.012,0.18700000000000003,380.5,0.0
1244,197,4598.0,16.5,13.0,34.0,9.5,0.0,0.27,1498.5,0.0
1244,205,102247.77777777778,21.555555555555557,19.555555555555557,2.7777777777777777,1.2222222222222223,0.17555555555555555,0.035555555555555556,44.22222222222222,0.0
1246,27,23855.14285714286,4.571428571428571,3.4285714285714284,2.2857142857142856,2.2857142857142856,0.017142857142857144,0.2414285714285714,258.2857142857143,0.0
1246,42,130060.6,13.6,6.6,1.8,1.8,0.009,0.174,355.7,0.0
1246,48,2931.0,12.5,6.0,9.0,9.5,0.0,0.16499999999999998,755.0,0.0
1246,74,1426.857142857143,15.714285714285714,8.571428571428571,4.428571428571429,2.2857142857142856,0.0071428571428571435,0.2257142857142857,450.14285714285717,0.0
1246,94,1623.5,16.5,9.0,55.0,6.0,0.005,0.21000000000000002,1050.0,0.0
1246,103,182362.77777777778,39.22222222222222,36.333333333333336,24.0,6.333333333333333,0.04888888888888889,0.13666666666666666,614.2222222222222,0.0
1246,122,2840.0,30.5,21.5,63.0,11.5,0.005,0.22,1533.5,0.0
1246,131,157724.0909090909,18.363636363636363,10.818181818181818,13.818181818181818,2.4545454545454546,0.014545454545454549,0.10363636363636365,170.0,0.0
1246,148,2334935.0,15.0,8.0,31.5,2.5,0.005,0.165,716.0,0.0
1246,163,233382.45454545456,23.454545454545453,14.818181818181818,15.727272727272727,5.181818181818182,0.028181818181818183,0.14545454545454545,464.54545454545456,0.0
1246,174,217091.0,22.5,13.5,81.5,26.0,0.005,0.16999999999999998,1223.0,0.0
1246,180,56711.1,19.0,10.9,12.0,4.0,0.054000000000000006,0.199,185.9,0.0
1246,197,4726.0,19.5,13.5,74.5,16.0,0.005,0.22,1370.0,0.0
1246,205,295868.3,28.4,22.0,21.6,4.3,0.06799999999999999,0.16299999999999998,432.9,0.0
1246,216,4164.5,21.5,17.0,29.0,6.5,0.005,0.16999999999999998,1271.5,0.0
1247,27,190149.7142857143,3.5714285714285716,3.4285714285714284,2.857142857142857,3.0,0.002857142857142857,0.20857142857142857,297.0,0.0
1247,42,634.0,11.0,7.0,1.0,1.0,0.0,0.11,240.0,0.0
1247,74,1691.0,5.0,5.0,1.0,0.0,0.0,0.2,181.0,0.0
1247,94,1215.0,7.0,4.5,19.5,1.5,0.0,0.135,886.5,0.0
1248,27,42319.0,3.2857142857142856,2.142857142857143,1.0,1.1428571428571428,0.002857142857142857,0.28285714285714286,323.14285714285717,0.0
1248,42,184876.4,12.7,6.7,5.0,6.2,0.006,0.30500000000000005,704.1,0.0
1248,48,1226038.0,13.0,4.5,1.0,4.5,0.0,0.4,1152.0,0.0
1248,74,186976.42857142858,13.428571428571429,8.571428571428571,51.0,16.714285714285715,0.005714285714285714,0.36428571428571427,1128.857142857143,0.0
1248,94,797360.0,19.0,11.0,60.0,9.0,0.01,0.43,2725.0,0.0
1248,103,279680.6666666667,38.666666666666664,36.55555555555556,103.44444444444444,23.666666666666668,0.04333333333333334,0.2944444444444445,1527.4444444444443,0.0
1248,122,41473.0,36.0,31.0,232.0,72.0,0.02,0.48,2724.0,0.0
1248,131,348994.63636363635,15.818181818181818,10.727272727272727,62.18181818181818,11.545454545454545,0.022727272727272728,0.17454545454545456,487.3636363636364,0.0
1248,148,2966.0,11.0,6.5,89.0,6.0,0.005,0.32499999999999996,622.0,0.0
1248,163,97440.72727272728,23.454545454545453,14.636363636363637,9.818181818181818,6.909090909090909,0.04272727272727273,0.1509090909090909,331.09090909090907,0.0
1248,174,3482.0,21.0,13.5,75.0,19.0,0.01,0.5700000000000001,719.0,0.0
1248,180,117395.1,17.1,11.2,16.4,7.0,0.073,0.123,400.0,0.0
1248,197,3012.5,28.5,16.0,97.0,27.0,0.055,0.15,957.5,0.0
1248,205,77810.7,25.2,21.9,20.9,7.5,0.011,0.198,502.0,0.0
1248,216,5706.0,31.5,26.0,35.5,7.5,0.005,0.245,1138.0,0.0
1249,27,869.3333333333334,9.333333333333334,6.666666666666667,1.0,1.0,0.09666666666666668,0.14,120.0,0.0
1249,42,249447.14285714287,11.428571428571429,6.571428571428571,1.0,1.0,0.017142857142857144,0.1842857142857143,301.2857142857143,0.0
1249,48,1098.5,10.0,2.0,0.0,1.0,0.0,0.17500000000000002,240.0,0.0
1249,74,20822.85714285714,10.0,8.285714285714286,16.857142857142858,3.4285714285714284,0.0014285714285714286,0.20428571428571432,353.7142857142857,0.0
1249,94,2406.5,9.5,6.0,19.0,0.0,0.0,0.21000000000000002,832.5,0.0
1249,103,99.11111111111111,40.333333333333336,36.77777777777778,4.222222222222222,1.0,0.17,0.02,11.666666666666666,0.0
1250,27,14979.285714285714,4.0,3.4285714285714284,9.0,29.428571428571427,0.0014285714285714286,0.19571428571428573,800.8571428571429,0.0
1250,42,1299690.5,7.1,6.1,18.2,34.0,0.0,0.266,2302.2,0.0
1250,48,1743798.5,5.0,5.0,31.5,46.0,0.0,0.3,1709.0,0.0
1250,74,336930.14285714284,9.428571428571429,8.428571428571429,159.85714285714286,100.71428571428571,0.0014285714285714286,0.21714285714285717,1661.857142857143,0.0
1250,94,11197.5,10.0,9.5,193.0,63.5,0.0,0.265,1801.0,0.0
1250,103,1297746.3333333333,22.22222222222222,20.555555555555557,492.3333333333333,194.66666666666666,0.0,0.1788888888888889,4473.555555555556,0.0
1250,122,988.5,24.5,24.0,9.5,2.5,0.0,0.135,907.5,0.0
1250,131,399935.36363636365,11.909090909090908,11.090909090909092,104.27272727272727,26.545454545454547,0.0,0.2127272727272727,2399.0,0.0
1250,148,13073.5,11.5,11.5,99.5,24.0,0.0,0.235,1358.5,0.0
1250,163,407256.2727272727,15.545454545454545,14.272727272727273,36.09090909090909,9.909090909090908,0.020909090909090912,0.18090909090909088,902.0909090909091,0.0
1250,174,114473.5,14.5,12.5,37.0,13.0,0.0,0.19499999999999998,846.0,0.0
1250,180,952447.6,12.4,11.5,89.0,25.4,0.0,0.24500000000000002,1391.6,0.0
1250,205,472278.2,28.2,20.4,83.1,42.5,0.002,0.238,1835.4,0.0
1250,216,38881.0,21.0,21.0,107.0,47.0,0.0,0.245,3573.0,0.0
1251,27,83130.14285714286,4.428571428571429,3.5714285714285716,1.2857142857142858,1.2857142857142858,0.008571428571428572,0.24142857142857146,260.0,0.0
1251,42,109430.2,12.9,6.7,1.8,1.8,0.002,0.33599999999999997,445.6,0.0
1251,48,3358756.0,8.5,4.0,0.5,0.5,0.0,0.26,505.0,0.0
1251,74,417370.14285714284,10.285714285714286,8.0,11.571428571428571,6.0,0.005714285714285714,0.22714285714285715,362.14285714285717,0.0
1251,94,588859.0,16.5,10.0,9.5,2.5,0.005,0.26,1007.5,0.0
1251,103,48419.22222222222,39.22222222222222,37.333333333333336,27.444444444444443,8.0,0.06777777777777778,0.11777777777777779,632.4444444444445,0.0
1251,122,1727.0,18.0,14.0,11.5,1.5,0.015,0.195,561.5,0.0
