Aluno,Lab,PP_Delete,Duracao,PP_Paste,Qntd_Linhas,Linhas_Log,Qntd_Linhas_Filtrado,Submissoes,Testes,Corretos,Incorretos,Branco,Nota
1206,1165,0.278,4120.2,0.0,12.9,640.2,8.4,2.3,13.3,6,2,4,5.0
1206,1193,0.235,2264.5,0.0,15.0,1449.5,10.5,4.5,39.5,2,0,0,10.0
1206,1201,0.19625000000000006,3025.125,0.0,12.875,774.25,9.0,2.75,13.375,5,0,7,3.8916699999999995
1206,1222,0.27,3948.0,0.0,10.0,1962.0,5.666666666666668,1.0,45.33333333333334,2,1,0,6.66667
1206,1238,0.18600000000000005,1029.2,0.0,15.2,702.4,11.4,2.2,9.6,5,0,7,4.16667
1222,1015,0.16499999999999998,217.78571428571428,0.0,2.5,77.0,2.0,2.0,1.8571428571428568,14,0,0,10.0
1222,1042,0.14083333333333334,536.0833333333334,0.06083333333333332,5.916666666666668,197.5833333333333,5.666666666666668,2.0,8.0,12,0,0,10.0
1222,1044,0.2125,581.25,0.0,7.666666666666668,292.4166666666667,6.416666666666668,3.0,6.5,12,0,0,10.0
1222,1066,0.29,1498.5,0.0,8.0,645.0,6.0,10.5,19.0,2,0,0,10.0
1222,1074,0.2083333333333333,236777.0,0.08166666666666668,9.333333333333334,145.83333333333334,9.166666666666666,5.0,14.5,6,0,0,10.0
1222,1127,0.08666666666666667,27.91666666666667,0.10416666666666667,35.333333333333336,16.416666666666668,33.75,1.1666666666666667,3.0,12,0,0,10.0
1222,1128,0.2083333333333333,6184.5,0.04583333333333334,28.0,227.5833333333333,26.66666666666667,1.9166666666666667,4.166666666666667,12,0,0,10.0
1222,1151,0.34,2573.5,0.0,21.5,1323.0,18.0,3.0,3.5,2,1,0,6.66667
1222,1156,0.03083333333333333,39.833333333333336,0.11083333333333334,11.916666666666664,9.416666666666666,9.416666666666666,1.0,3.0,12,0,0,10.0
1222,1174,0.0,42.41666666666666,0.08999999999999997,16.666666666666668,11.666666666666664,15.416666666666664,1.0,3.0,12,0,0,10.0
1222,1181,0.27,3215.0,0.0,14.5,773.0,10.0,13.0,12.0,1,1,0,5.0
1222,1195,0.014000000000000002,162.4,0.093,14.2,85.2,13.6,1.1,2.6,10,0,2,8.33333
1222,1213,0.017499999999999998,24.75,0.15166666666666664,18.0,9.0,16.75,1.0,2.833333333333333,12,0,0,10.0
1222,1223,0.195,2007.5,0.0,12.5,616.0,10.5,4.0,4.0,1,1,0,5.0
1222,1236,0.11416666666666668,1564.083333333333,0.09666666666666668,17.833333333333332,107.41666666666669,14.083333333333336,2.5,5.75,12,0,0,10.0
1222,1237,0.017,51.3,0.16599999999999998,11.1,6.9,10.8,1.0,2.5,10,0,2,8.33333
1222,1261,0.06222222222222223,33.111111111111114,0.09222222222222223,20.88888888888889,14.444444444444445,14.222222222222221,1.0,2.5555555555555562,9,0,1,9.0
1222,1279,0.18666666666666668,3753.333333333334,0.0033333333333333327,11.0,528.6666666666666,8.333333333333334,11.0,19.666666666666668,2,1,0,6.66667
1222,1298,0.165,1816.5,0.0,19.0,674.0,17.0,2.0,5.0,1,1,0,5.0
1330,1014,0.09571428571428572,403540.0,0.027142857142857142,2.7857142857142856,71.85714285714286,2.357142857142857,2.4285714285714284,2.2857142857142856,14,0,0,10.0
1330,1035,0.11833333333333332,438347.33333333326,0.006666666666666667,10.75,313.0833333333333,6.25,6.416666666666668,6.0,12,0,0,10.0
1330,1045,0.1025,499271.0,0.0075000000000000015,7.5,352.625,5.5,3.625,15.75,6,2,4,5.0
1330,1058,0.08333333333333333,286912.66666666674,0.0,8.333333333333334,442.66666666666674,5.0,20.0,66.0,2,1,0,6.66667
1330,1072,0.11300000000000004,127869.3,0.013000000000000001,13.5,337.7,8.7,4.1,14.5,10,0,0,10.0
1330,1073,0.102,360481.0,0.038,10.4,278.8,8.4,4.4,5.6,3,1,2,5.0
1330,1097,0.15,523.6666666666666,0.013333333333333334,13.0,412.33333333333326,10.333333333333334,1.6666666666666667,12.333333333333336,3,0,0,10.0
1330,1120,0.11666666666666667,152971.75,0.026666666666666658,20.83333333333333,635.4166666666666,17.833333333333332,9.0,31.66666666666667,8,4,0,6.66667
1330,1132,0.1,11020.0,0.03,14.0,442.0,13.0,1.0,3.0,1,0,11,0.833333
1330,1147,0.11,913.0,0.03333333333333333,21.0,625.6666666666666,19.0,2.6666666666666665,12.0,3,0,0,10.0
1330,1158,0.145,145813.75,0.0075000000000000015,16.166666666666668,858.5,12.083333333333336,13.833333333333336,49.66666666666666,11,1,0,9.16667
1330,1187,0.11333333333333336,3174.333333333333,0.006666666666666667,17.0,787.6666666666665,13.333333333333336,2.333333333333333,28.66666666666667,1,2,0,3.33333
1330,1199,0.13833333333333336,174372.5,0.008333333333333331,17.083333333333332,1488.833333333333,13.0,19.58333333333333,62.75,12,0,0,10.0
1330,1215,0.12333333333333335,175603.0,0.0033333333333333327,9.0,776.0,7.666666666666668,0.0,13.333333333333336,0,0,12,0.0
1330,1232,0.11,2605.0,0.0,13.0,595.6666666666666,9.333333333333334,4.666666666666667,26.66666666666667,3,0,0,10.0
1330,1246,0.15,286279.25,0.009166666666666668,19.0,1292.0,13.75,7.166666666666668,50.83333333333334,12,0,0,10.0
1330,1250,0.115,318.5,0.0,9.0,232.5,7.5,0.0,2.5,0,0,12,0.0
1330,1266,0.14666666666666667,57456.0,0.028333333333333325,22.5,449.75,14.583333333333336,2.75,18.666666666666668,10,0,2,8.33333
1330,1286,0.08,415.0,0.0,5.0,102.0,4.0,0.0,0.0,0,0,12,0.0
1330,1293,0.14,3032.0,0.0033333333333333327,12.666666666666664,1050.3333333333333,9.0,2.6666666666666665,46.0,2,1,0,6.66667
1330,1313,0.11666666666666665,2432.333333333333,0.006666666666666667,25.33333333333333,1248.3333333333333,21.66666666666667,1.0,23.66666666666667,1,1,1,3.33333
1373,1016,0.0,137.0,0.0,1.0,11.0,1.0,0.0,2.0,0,0,14,0.0
1378,1016,0.1092857142857143,276.85714285714283,0.047142857142857146,3.6428571428571432,150.28571428571428,2.7142857142857144,2.5,2.5,14,0,0,10.0
1378,1034,0.15222222222222226,465.1111111111112,0.007777777777777778,12.222222222222221,351.0,5.222222222222221,1.2222222222222223,1.5555555555555556,8,0,4,6.66667
1456,1017,0.215,107.5,0.022857142857142857,3.8571428571428568,83.57142857142857,3.4285714285714284,2.0,1.5714285714285714,14,0,0,10.0
1456,1031,0.1907692307692308,105900.07692307694,0.0023076923076923075,8.461538461538463,361.6153846153846,6.3076923076923075,2.4615384615384617,2.6923076923076925,12,0,0,10.0
1456,1043,0.1625,10973.333333333334,0.005833333333333335,6.0,333.0833333333333,5.833333333333332,2.083333333333333,6.0,12,0,0,10.0
1456,1056,0.3333333333333333,307.3333333333333,0.0033333333333333327,5.666666666666668,251.0,5.333333333333333,2.6666666666666665,7.666666666666668,3,0,0,10.0
1456,1083,0.20600000000000002,129526.1,0.002,11.1,654.2,8.3,4.1,18.0,10,0,0,10.0
1456,1085,0.13833333333333336,70932.33333333331,0.04,8.666666666666666,559.0,8.166666666666666,4.0,21.0,6,0,0,10.0
1456,1095,0.18333333333333326,851.0,0.006666666666666667,9.0,552.3333333333334,9.0,1.6666666666666667,12.0,3,0,0,10.0
1456,1118,0.22333333333333336,79071.66666666669,0.011666666666666669,26.66666666666667,1161.5833333333333,25.41666666666667,3.5,24.33333333333333,11,0,1,9.16667
1456,1123,0.168,86589.4,0.004,12.0,790.4,10.0,4.8,34.6,2,0,10,1.66667
1456,1145,0.17666666666666667,811.0,0.006666666666666667,19.666666666666668,1087.6666666666667,18.33333333333333,1.3333333333333333,13.0,3,0,0,10.0
1456,1162,0.2275,121929.41666666669,0.0025,13.333333333333336,570.5833333333334,11.0,1.8333333333333333,15.416666666666664,12,0,0,10.0
1456,1183,0.19333333333333336,4098.333333333333,0.0,11.0,971.0,10.0,4.0,37.66666666666666,2,1,0,6.66667
1456,1198,0.10916666666666668,74535.16666666669,0.05000000000000001,15.25,451.5,14.5,2.0,12.333333333333336,12,0,0,10.0
1456,1225,0.25,4253.5,0.005,13.0,1268.5,11.0,0.5,46.5,0,1,2,0.0
1456,1244,0.16857142857142854,1416.4285714285709,0.0071428571428571435,14.0,687.1428571428571,10.857142857142858,3.8571428571428568,22.428571428571423,7,0,5,5.83333
1456,1258,0.325,5172.5,0.0,13.5,1541.0,11.0,1.0,36.5,1,0,2,3.33333
1456,1265,0.18000000000000002,1524.666666666667,0.0425,19.08333333333333,463.41666666666674,12.916666666666664,1.5,11.083333333333336,11,1,0,9.16667
1456,1301,0.2766666666666667,3598.333333333333,0.0,13.0,1296.6666666666667,11.333333333333336,0.6666666666666666,31.0,2,0,1,6.66667
1456,1303,0.14666666666666664,3452.0,0.02,22.0,1718.666666666667,14.666666666666664,0.3333333333333333,54.66666666666666,1,0,2,3.33333
1464,1014,0.13214285714285715,3688.071428571429,0.02071428571428572,3.2857142857142856,58.714285714285715,2.8571428571428568,5.785714285714287,4.214285714285714,14,0,0,10.0
1464,1035,0.16333333333333333,172.0,0.01,8.0,141.66666666666666,7.0,1.6666666666666667,1.6666666666666667,6,0,6,5.0
1502,1037,0.255,437.5,0.0,9.0,307.5,4.0,3.0,2.5,1,0,11,0.833333
1502,1048,0.15000000000000002,764.0,0.0125,9.5,454.0,7.75,3.75,11.25,3,0,9,2.5
1543,1019,0.1878571428571429,30909.071428571428,0.045714285714285714,3.4285714285714284,73.35714285714286,2.8571428571428568,3.0,2.7142857142857144,14,0,0,10.0
1543,1038,0.19090909090909086,47792.36363636363,0.034545454545454546,12.090909090909092,228.0,5.909090909090909,2.363636363636364,1.7272727272727273,10,0,2,8.33333
1543,1060,0.195,1565.5,0.0,6.5,445.5,5.0,2.0,15.0,2,0,0,10.0
1543,1087,0.3066666666666667,705.3333333333335,0.0033333333333333327,15.5,318.8333333333333,7.5,2.6666666666666665,7.0,6,0,4,6.0
1543,1099,0.315,953.0,0.005,12.5,684.5,10.5,5.5,22.0,2,0,0,10.0
1543,1149,0.25,604027.5,0.03,16.0,859.5,14.5,3.5,37.0,1,1,0,5.0
1543,1159,0.035,3.1666666666666665,0.14500000000000002,14.25,7.083333333333332,11.25,1.0,3.0,12,0,0,10.0
1543,1189,0.26,2304.0,0.01,11.0,672.0,7.0,6.0,42.0,0,1,2,0.0
1543,1209,0.06083333333333332,180.25,0.10166666666666667,15.083333333333336,73.41666666666667,14.0,2.25,3.8333333333333335,12,0,0,10.0
1543,1253,0.016666666666666666,17.333333333333332,0.15916666666666665,15.75,6.583333333333332,14.333333333333336,1.0,3.0,12,0,0,10.0
1543,1269,0.0,174.0,0.0,1.0,16.0,1.0,0.0,0.0,0,0,2,0.0
1543,1283,0.0,328.5,0.17,13.5,6.0,13.0,1.0,3.0,2,0,10,1.66667
1571,1017,0.21,63660.142857142855,0.0007142857142857143,3.1428571428571432,160.42857142857142,2.5,2.142857142857143,2.142857142857143,14,0,0,10.0
1571,1031,0.174,4640.9,0.006,14.0,317.3,6.1,1.8,1.8,12,0,0,10.0
1571,1043,0.18166666666666667,112369.83333333331,0.0016666666666666668,12.0,1065.0833333333333,6.333333333333332,4.833333333333333,25.66666666666667,12,0,0,10.0
1571,1056,0.11666666666666665,727.0,0.0,12.666666666666664,306.3333333333333,8.666666666666666,1.0,6.333333333333332,3,0,0,10.0
1571,1083,0.239,95336.0,0.002,15.2,1054.5,8.8,7.7,45.2,10,0,0,10.0
1571,1085,0.27,188240.0,0.005,15.5,1338.0,9.5,8.5,44.0,1,1,4,1.66667
1571,1095,0.18666666666666668,2429.6666666666665,0.0,13.666666666666664,1351.3333333333333,10.333333333333334,2.0,22.0,3,0,0,10.0
1571,1118,0.20857142857142852,82299.85714285714,0.004285714285714286,19.857142857142858,1760.0,15.142857142857142,3.571428571428572,43.85714285714285,5,1,6,4.16667
1571,1145,0.265,2394.0,0.005,17.0,1261.5,15.0,6.5,49.5,0,2,1,0.0
1571,1198,0.195,1473.5,0.0,13.5,633.5,6.5,1.5,12.0,2,0,10,1.66667
1571,1244,0.16416666666666666,54628.91666666666,0.0008333333333333334,13.5,833.5833333333335,9.583333333333334,1.4166666666666667,15.25,11,0,1,9.16667
1571,1265,0.14500000000000002,237856.125,0.0,25.5,684.125,12.625,1.125,16.75,4,0,8,3.33333
1571,1301,0.135,1125.5,0.0,6.5,739.0,3.0,0.0,16.5,0,0,3,0.0
1591,1018,0.16714285714285712,5976086.071428573,0.0,2.5,163.57142857142858,2.0714285714285716,7.571428571428571,7.357142857142858,14,0,0,10.0
1591,1037,0.2191666666666667,211227.66666666663,0.004166666666666668,15.75,1033.5,7.583333333333332,16.0,12.333333333333336,12,0,0,10.0
1591,1048,0.17416666666666664,2946950.916666666,0.0008333333333333334,10.083333333333334,511.5,6.666666666666668,4.666666666666667,11.25,12,0,0,10.0
1591,1061,0.365,389559.5,0.0,8.0,857.5,4.0,1.0,25.0,1,1,0,5.0
1591,1086,0.23199999999999998,287019.4,0.001,17.0,770.7,9.0,4.1,20.8,10,0,0,10.0
1591,1092,0.155,143714.83333333337,0.02,12.666666666666664,802.3333333333335,7.5,4.166666666666667,25.83333333333333,6,0,0,10.0
1591,1100,0.14,1353.3333333333333,0.0033333333333333327,15.0,424.66666666666674,9.666666666666666,1.0,6.0,3,0,0,10.0
1591,1135,0.21750000000000005,193291.58333333328,0.008333333333333333,27.58333333333333,1170.9166666666667,19.25,3.5,18.25,12,0,0,10.0
1591,1136,0.1375,2657136.083333333,0.006666666666666667,18.75,809.75,15.833333333333336,2.583333333333333,13.5,11,0,1,9.16667
1591,1150,0.155,3542695.0,0.01,27.0,1552.0,17.5,3.0,21.5,1,1,0,5.0
1591,1169,0.1075,71899.75,0.06999999999999999,15.25,82.83333333333333,11.583333333333336,2.4166666666666665,7.416666666666668,12,0,0,10.0
1591,1186,0.085,367040.58333333326,0.0033333333333333327,16.666666666666668,432.16666666666674,15.75,1.4166666666666667,5.333333333333333,12,0,0,10.0
1591,1188,0.18,2724.5,0.0,9.5,424.5,7.0,4.5,19.0,1,0,1,5.0
1591,1211,0.11166666666666668,37713.16666666666,0.026666666666666672,13.833333333333336,382.66666666666674,12.75,2.333333333333333,6.25,12,0,0,10.0
1591,1216,0.0,8.875,0.14500000000000002,12.75,7.625,12.25,1.125,3.0,8,0,4,6.66667
1591,1234,0.155,1187.0,0.0,7.0,465.5,6.0,2.5,15.5,2,0,0,10.0
1591,1251,0.061666666666666675,313504.0,0.05416666666666668,18.33333333333333,98.41666666666669,14.0,1.0,3.1666666666666665,14,0,0,10.0
1591,1252,0.0,128301.7,0.13200000000000006,9.8,10.5,8.9,1.0,2.5,10,0,2,8.33333
1591,1270,0.165,3152.0,0.0,23.0,1001.5,19.0,3.0,8.0,2,0,0,10.0
1591,1289,0.04,128.41666666666666,0.12083333333333335,21.66666666666667,26.0,14.75,1.5,2.75,12,0,0,10.0
1591,1305,0.19,2119.5,0.0,10.5,588.0,9.5,1.0,6.5,1,0,1,5.0
1591,1312,0.205,470.0,0.07500000000000001,22.0,96.5,18.0,1.0,5.5,2,0,0,10.0
1599,1021,0.24642857142857144,20739.5,0.02,3.3571428571428568,169.28571428571428,2.9285714285714284,2.0,1.9285714285714288,14,0,0,10.0
1604,1015,0.275,168.57142857142858,0.0,2.642857142857143,96.42857142857143,2.2142857142857144,2.8571428571428568,2.7142857142857144,14,0,0,10.0
1604,1042,0.1741666666666667,178574.91666666663,0.008333333333333333,9.0,341.4166666666667,6.916666666666668,2.1666666666666665,5.25,11,1,0,9.16667
1604,1044,0.61,462.0,0.0,17.0,276.0,6.0,0.0,1.0,0,0,12,0.0
1604,1066,0.55,760.0,0.0,7.0,1239.0,5.0,5.0,11.0,0,1,1,0.0
1604,1109,0.19,985.0,0.005,14.0,434.0,12.0,3.5,17.0,2,0,0,10.0
1604,1151,0.44,2922.0,0.0,15.0,1549.0,9.0,1.0,5.0,0,1,2,0.0
1604,1156,0.1890909090909091,54250.454545454544,0.002727272727272727,13.0,514.4545454545455,9.818181818181818,5.545454545454546,11.090909090909092,11,0,1,8.60833
1604,1181,0.22,1524.0,0.0,10.0,460.0,9.0,8.0,28.0,0,1,1,0.0
1604,1195,0.0,8.888888888888891,0.12222222222222225,15.0,8.222222222222221,12.222222222222221,1.0,2.5555555555555562,9,0,3,7.5
1604,1223,0.16,2737.5,0.0,10.5,619.5,10.5,3.5,20.5,1,1,0,5.0
1604,1236,0.035,76.33333333333333,0.10083333333333334,17.916666666666668,14.666666666666664,14.083333333333336,1.5,4.583333333333333,12,0,0,10.0
1604,1261,0.022222222222222227,66220.44444444444,0.11888888888888888,20.666666666666668,10.555555555555557,14.111111111111107,1.0,2.5555555555555562,9,0,1,9.0
1604,1279,0.17,2633.6666666666665,0.03666666666666667,9.666666666666666,311.3333333333333,8.0,5.0,11.333333333333336,3,0,0,10.0
1604,1298,0.285,2289.0,0.01,17.5,521.0,16.0,11.0,39.0,2,0,0,10.0
1683,1017,0.20142857142857146,141.5,0.0,3.6428571428571432,96.35714285714286,3.2857142857142856,1.4285714285714286,2.5,14,0,0,10.0
1683,1031,0.2072727272727273,1882.909090909091,0.002727272727272727,10.0,266.1818181818182,5.181818181818182,1.0,1.2727272727272727,9,0,3,7.5
1683,1043,0.21181818181818185,21887.090909090908,0.003636363636363637,5.545454545454546,257.09090909090907,5.454545454545454,1.3636363636363635,7.090909090909091,11,0,1,9.16667
1683,1056,0.15666666666666665,2690.6666666666665,0.0033333333333333327,12.0,1516.0,9.333333333333334,1.0,43.66666666666666,2,1,0,6.66667
1683,1083,0.222,3470.1,0.0,11.4,367.0,7.7,1.4,6.0,9,0,1,9.0
1683,1085,0.22,652105.6,0.002,9.0,332.8,8.4,2.0,6.6,3,2,1,5.0
1683,1095,0.2466666666666667,594.3333333333334,0.0,7.666666666666668,405.66666666666674,7.333333333333332,0.6666666666666666,4.666666666666667,2,0,1,6.66667
1683,1118,0.21181818181818185,46826.454545454544,0.003636363636363637,23.45454545454545,1555.4545454545455,19.90909090909091,4.454545454545454,21.454545454545453,10,1,1,8.33333
1683,1123,0.26333333333333336,1887.833333333333,0.0,13.333333333333336,1008.3333333333336,12.5,2.1666666666666665,17.0,3,1,8,2.5
1683,1145,0.2433333333333333,2013.0,0.006666666666666667,24.66666666666667,1532.0,24.0,4.333333333333333,12.0,2,1,0,6.66667
1683,1162,0.26,78243.66666666669,0.0,12.0,905.1666666666664,9.75,1.5833333333333333,20.0,8,3,1,6.66667
1683,1172,0.24,9427.75,0.0,9.5,880.5,9.25,0.25,21.0,0,1,11,0.0
1683,1183,0.2333333333333333,3454.666666666666,0.006666666666666667,10.0,984.6666666666664,9.666666666666666,3.6666666666666665,37.66666666666666,2,1,0,6.66667
1683,1198,0.2041666666666667,307143.91666666674,0.0,15.333333333333336,1388.0,14.083333333333336,3.8333333333333335,24.25,12,0,0,10.0
1683,1212,0.327,201361.7,0.008,13.9,2412.8,13.8,3.1,31.4,5,4,3,4.16667
1683,1225,0.26666666666666666,4097.333333333333,0.0033333333333333327,10.666666666666666,1338.0,10.666666666666666,3.333333333333333,47.33333333333334,3,0,0,10.0
1683,1244,0.2509090909090909,179017.54545454547,0.0,17.636363636363637,1278.909090909091,15.363636363636365,3.5454545454545454,24.181818181818183,9,2,1,7.225
1683,1258,0.23,4856.666666666667,0.0,15.666666666666664,1284.6666666666667,14.333333333333336,2.0,34.0,4,0,0,10.0
1683,1265,0.228,43635.0,0.016000000000000004,23.4,1244.4,16.9,7.0,21.1,8,2,2,6.66667
1683,1301,0.21333333333333326,3889.666666666666,0.0,14.666666666666664,1237.6666666666667,12.666666666666664,2.0,23.0,2,0,1,6.66667
1719,1013,0.15142857142857144,15049.428571428567,0.002857142857142857,2.4285714285714284,181.2142857142857,2.0714285714285716,5.0,2.0,14,0,0,10.0
1719,1030,0.22444444444444445,91902.44444444444,0.0,9.333333333333334,341.3333333333333,4.4444444444444455,1.8888888888888888,7.444444444444445,4,1,7,3.33333
1719,1053,0.20000000000000004,2925.0,0.0,5.333333333333333,518.6666666666666,4.666666666666667,2.333333333333333,15.333333333333336,3,0,0,10.0
1719,1076,0.245,498.5,0.0,10.5,200.0,4.5,1.0,5.5,1,0,9,1.0
1719,1119,0.1825,815.5,0.0,15.0,598.75,9.0,2.0,14.25,0,1,11,0.0
